durations;datelimits
337;2018-04-10/2019-03-13
749;2016-01-27/2018-02-14
117;2015-07-27/2015-11-21
593;2013-08-15/2015-03-31
344;2012-09-05/2013-08-15
102;2012-05-26/2012-09-05
55;2011-07-20/2011-09-13
22;2011-05-15/2011-06-06
17;2011-04-28/2011-05-15
21;2011-04-07/2011-04-28
75;2011-01-06/2011-03-22
27;2010-10-11/2010-11-07
59;2010-04-14/2010-06-12
59;2010-02-08/2010-04-08
118;2010-06-12/2010-10-08
49;2009-05-04/2009-06-22
56;2009-02-07/2009-04-04
40;2008-12-29/2009-02-07
45;2008-08-03/2008-09-17
