"[85, '2015-12-15/2016-03-09']","['sot', 85, '2015-12-15/2016-03-09']"
"[36, '2016-05-23/2016-06-28']","['sot', 36, '2016-05-23/2016-06-28']"
"[28, '2016-06-28/2016-07-26']","['sot', 28, '2016-06-28/2016-07-26']"
"[24, '2016-07-26/2016-08-19']","['sot', 24, '2016-07-26/2016-08-19']"
"[18, '2016-11-06/2016-11-24']","['h', 15, '2016-11-06/2016-11-21']"
"[20, '2016-11-24/2016-12-14']","['sot', 20, '2016-11-24/2016-12-14']"
"[12, '2016-10-17/2016-10-29']","['sot', 12, '2016-10-17/2016-10-29']"
"[85, '2017-01-21/2017-04-16']","['h', 38, '2017-01-21/2017-02-28']","['sot', 47, '2017-02-28/2017-04-16']"
