durations,datelimits
70.0,2012-07-05/2012-09-13
135.0,2012-09-14/2013-01-27
40.0,2013-07-07/2013-08-16
41.0,2014-03-10/2014-04-20
21.0,2013-11-18/2013-12-09
14.0,2014-05-26/2014-06-09
10.0,2014-04-27/2014-05-07
26.0,2014-07-20/2014-08-15
12.0,2014-09-12/2014-09-24
35.0,2014-09-24/2014-10-29
25.0,2014-12-03/2014-12-28
37.0,2015-01-20/2015-02-26
123.0,2016-05-22/2016-09-22
558.0,2016-09-22/2018-04-03
