durations,datelimits
262.0,2018-04-08/2018-12-19
17.0,2018-01-19/2018-01-29
26.0,2017-08-25/2017-09-13
18.0,2017-07-21/2017-08-01
18.0,2017-05-25/2017-06-05
24.0,2017-01-13/2017-01-30
