dev;username;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
39559;rvagg;24.46927374301676;2.0391061452513966;2.0391061452513966;0.0;0.0;0.0;0.0;0.0;0.0;0.0
878519;apapirovski;47.12253829321663;4.792122538293216;4.792122538293216;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6953277;starkwang;22.36036036036036;1.3153153153153152;1.3153153153153152;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21085;danbev;62.470398277717976;3.928955866523143;3.928955866523143;0.39289558665231433;0.39289558665231433;0.0;0.0;0.0;0.0;0.0
106016;Fishrock123;25.133894414690133;1.675592960979342;1.675592960979342;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6408;mscdex;29.900369003690034;3.232472324723247;3.232472324723247;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35842;TheAlphaNerd;45.418552036199095;3.30316742081448;3.30316742081448;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12066961;bzoz;18.98;0.36500000000000005;0.36500000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0
985857;watilde;13.800995024875622;1.8159203980099503;1.4527363184079602;0.0;0.0;0.36318407960199006;0.0;0.0;0.0;0.0
67164;eugeneo;28.1435349940688;2.1648873072360617;2.1648873072360617;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7865263;mhdawson;25.334947538337367;1.7675544794188862;1.7675544794188862;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3250792;gireeshpunathil;6.911871813546977;0.26584122359796064;0.26584122359796064;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1017115;XadillaX;20.22427440633245;0.9630606860158311;0.9630606860158311;0.0;0.0;0.0;0.0;0.0;0.0;0.0
144309;refack;44.88673139158576;6.496763754045308;6.496763754045308;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2885360;targos;53.488990129081245;2.217160212604404;2.217160212604404;0.2771450265755505;0.2771450265755505;0.0;0.0;0.0;0.0;0.0
