"[957, '2011-07-27/2014-03-10']","['sot', 957, '2011-07-27/2014-03-10']"
"[573, '2016-04-27/2017-11-21']","['sot', 573, '2016-04-27/2017-11-21']"
"[279, '2014-10-03/2015-07-09']","['sot', 279, '2014-10-03/2015-07-09']"
