"[348, '2012-12-22/2013-12-05']","['sot', 348, '2012-12-22/2013-12-05']"
"[1586, '2014-02-04/2018-06-09']","['sot', 379, '2014-02-04/2015-02-18']","['d', 1207, '2015-09-14/2018-06-09']"
