dev;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
chinmaygarde;18.277693474962064;2.2154779969650984;2.2154779969650984;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jacob314;16.550245098039216;2.236519607843137;2.236519607843137;0.0;0.0;0.0;0.0;0.0;0.0;0.0
eseidelGoogle;31.73913043478261;3.0518394648829434;3.0518394648829434;1.2207357859531773;0.6103678929765887;0.0;0.6103678929765887;0.0;0.0;0.0
mpcomplete;42.00162074554295;4.73257698541329;4.73257698541329;0.5915721231766613;0.5915721231766613;0.0;0.0;0.0;0.0;0.0
mravn-google;44.94176372712146;5.465890183028286;5.465890183028286;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jslavitz;47.608695652173914;9.521739130434783;7.934782608695652;0.0;0.0;1.5869565217391306;0.0;0.0;0.0;0.0
sethladd;16.425;0.9125000000000001;0.9125000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sbaranov;25.076335877862597;5.572519083969466;5.572519083969466;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jcollins-g;20.0;1.6666666666666665;1.6666666666666665;0.0;0.0;0.0;0.0;0.0;0.0;0.0
collinjackson;25.287146763901546;2.329079307201458;2.329079307201458;0.9981768459434821;0.9981768459434821;0.0;0.0;0.0;0.0;0.0
amirh;30.115511551155116;3.0115511551155114;3.0115511551155114;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jonahwilliams;71.14406779661017;2.319915254237288;2.319915254237288;0.0;0.0;0.0;0.0;0.0;0.0;0.0
justinmc;36.66666666666667;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
vlidholt;26.345864661654137;2.744360902255639;2.1954887218045114;1.0977443609022557;1.0977443609022557;2.1954887218045114;2.1954887218045114;0.0;0.0;0.0
szakarias;27.188081936685286;0.0;0.0;1.3594040968342644;0.6797020484171322;0.0;0.6797020484171322;0.0;0.0;0.0
pq;23.33759590792839;2.4893435635123615;2.4893435635123615;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Hixie;55.36783854166667;4.039713541666667;4.039713541666667;0.9505208333333335;0.9505208333333335;0.0;0.0;0.0;0.0;0.0
tvolkert;36.252821670428894;5.218209179834462;5.218209179834462;0.2746425884123401;0.2746425884123401;0.0;0.0;0.0;0.0;0.0
yjbanov;35.49432739059967;2.0705024311183142;2.0705024311183142;0.0;0.0;0.0;0.0;0.0;0.0;0.0
xster;62.633136094674555;3.4556213017751483;3.4556213017751483;0.0;0.0;0.0;0.0;0.0;0.0;0.0
apwilson;10.13888888888889;2.414021164021164;2.414021164021164;0.0;0.0;0.0;0.0;0.0;0.0;0.0
krisgiesing;13.986402966625464;2.2558714462299134;1.804697156983931;0.0;0.0;0.9023485784919655;0.45117428924598274;0.0;0.0;0.0
GaryQian;15.848032564450476;0.9905020352781547;0.49525101763907736;0.0;0.0;0.49525101763907736;0.49525101763907736;0.0;0.0;0.0
aam;38.8814913448735;4.374167776298269;4.374167776298269;0.0;0.0;0.0;0.0;0.0;0.0;0.0
goderbauer;55.87150837988827;4.893854748603352;4.893854748603352;0.40782122905027934;0.40782122905027934;0.0;0.0;0.0;0.0;0.0
liyuqian;50.798969072164944;2.822164948453608;2.822164948453608;0.0;0.0;0.0;0.0;0.0;0.0;0.0
johnmccutchan;18.664772727272727;2.5923295454545454;2.0738636363636362;1.0369318181818181;1.0369318181818181;1.0369318181818181;0.5184659090909091;0.0;0.0;0.0
devoncarew;40.26874115983027;3.0975954738330977;3.0975954738330977;0.25813295615275816;0.25813295615275816;0.0;0.0;0.0;0.0;0.0
dnfield;47.688442211055275;5.50251256281407;5.50251256281407;0.0;0.0;0.0;0.0;0.0;0.0;0.0
pylaligand;10.428571428571429;0.7192118226600985;0.7192118226600985;0.7192118226600985;0.7192118226600985;0.0;0.0;0.0;0.0;0.0
abarth;34.61730449251248;3.3402662229617306;3.3402662229617306;0.910981697171381;0.6073211314475874;0.0;0.3036605657237937;0.0;0.0;0.0
HansMuller;59.83196159122085;4.005486968449931;4.005486968449931;0.2503429355281207;0.2503429355281207;0.0;0.0;0.0;0.0;0.0
gspencergoog;51.49377593360996;4.0387275242047025;4.0387275242047025;0.0;0.0;0.0;0.0;0.0;0.0;0.0
a-siva;19.789156626506024;2.931726907630522;2.931726907630522;0.0;0.0;0.0;0.0;0.0;0.0;0.0
danrubel;29.240331491712706;6.0497237569060776;5.041436464088398;0.0;0.0;1.0082872928176796;0.0;0.0;0.0;0.0
a14n;23.969243557772234;2.1238570241064005;1.8204488778054861;0.0;0.0;0.6068162926018288;0.3034081463009144;0.0;0.0;0.0
zanderso;21.287970838396113;0.44349939246658565;0.44349939246658565;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mit-mit;13.475738396624473;0.3850210970464135;0.3850210970464135;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jason-simmons;50.31728665207878;4.525893508388038;4.525893508388038;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DanTup;36.64658634538153;1.465863453815261;1.465863453815261;0.0;0.0;0.0;0.0;0.0;0.0;0.0
cbracken;44.52081316553727;2.8267182962245885;2.8267182962245885;0.0;0.0;0.0;0.0;0.0;0.0;0.0
engine-flutter-autoroll;60.638977635782744;5.830670926517572;5.830670926517572;2.3322683706070286;2.3322683706070286;0.0;0.0;0.0;0.0;0.0
