"[247, '2014-03-18/2014-11-20']","['sot', 247, '2014-03-18/2014-11-20']"
"[62, '2013-08-14/2013-10-15']","['sot', 62, '2013-08-14/2013-10-15']"
"[89, '2015-02-01/2015-05-01']","['sot', 89, '2015-02-01/2015-05-01']"
"[658, '2015-05-01/2017-02-17']","['h', 109, '2015-05-01/2015-08-18']","['sot', 165, '2015-08-18/2016-01-30']","['d', 384, '2016-03-27/2017-02-17']"
"[106, '2017-02-17/2017-06-03']","['sot', 106, '2017-02-17/2017-06-03']"
"[662, '2017-06-03/2019-03-27']","['sot', 662, '2017-06-03/2019-03-27']"
