"[348, '2012-12-22/2013-12-05']","['sot', 348, '2012-12-22/2013-12-05']"
"[990, '2014-02-04/2016-10-21']","['sot', 379, '2014-02-04/2015-02-18']","['d', 611, '2015-09-14/2016-10-21']"
