durations,datelimits
180.0,2013-08-12/2014-02-08
91.0,2014-02-13/2014-05-15
13.0,2014-06-23/2014-07-06
17.0,2014-09-04/2014-09-21
13.0,2015-01-02/2015-01-15
18.0,2015-03-09/2015-03-27
12.0,2015-03-29/2015-04-10
46.0,2015-06-27/2015-08-12
66.0,2015-10-29/2016-01-03
168.0,2016-04-22/2016-10-07
198.0,2016-10-07/2017-04-23
493.0,2017-08-26/2019-01-01
