durations,datelimits
68.0,2014-09-02/2014-11-09
41.0,2015-08-03/2015-09-13
21.0,2015-09-20/2015-10-11
25.0,2015-11-15/2015-12-10
19.0,2015-10-27/2015-11-15
19.0,2015-12-14/2016-01-02
24.0,2016-03-06/2016-03-30
14.0,2016-09-06/2016-09-20
12.0,2016-09-28/2016-10-10
18.0,2016-10-10/2016-10-28
20.0,2016-11-20/2016-12-10
21.0,2017-03-25/2017-04-15
7.0,2017-07-24/2017-07-31
5.0,2017-07-19/2017-07-24
4.0,2017-07-10/2017-07-14
4.0,2017-10-09/2017-10-13
3.0,2017-12-22/2017-12-25
4.0,2018-08-05/2018-08-09
4.0,2018-10-11/2018-10-15
3.0,2018-10-17/2018-10-20
6.0,2018-11-24/2018-11-30
