"[80.0, '2017-08-23/2017-11-11']","['sot', 80, '2017-08-23/2017-11-11']"
"[390, '2017-12-07/2019-01-01']","['sot', 138, '2017-12-07/2018-04-24']","['h', 252, '2018-06-28/2019-01-01']"
