"[112.0, '2017-02-03/2017-05-26']","['sot', 112, '2017-02-03/2017-05-26']"
"[77.0, '2017-09-12/2017-11-28']","['sot', 77, '2017-09-12/2017-11-28']"
"[62.0, '2018-05-30/2018-07-31']","['sot', 62, '2018-05-30/2018-07-31']"
