mlynch,125,79,59,35,4,5,18,12,339,0.029498525073746312
Fuiste,2,14,43,2,16,8,5,2,5,36,16,11,163,0.09202453987730061
JamiesonWarner,11,52,3,67,0.05970149253731343
ericb,26,8,61,63,160,0.0375
jskrzypek,1,1.0
