durations;datelimits
27;2019-04-11/2019-05-08
54;2018-11-30/2019-01-23
39;2018-08-31/2018-10-09
18;2018-05-26/2018-06-13
23;2018-01-23/2018-02-15
38;2017-11-12/2017-12-20
36;2017-08-28/2017-10-03
21;2017-06-06/2017-06-27
40;2017-03-17/2017-04-26
29;2016-12-22/2017-01-20
13;2016-09-21/2016-10-04
21;2016-08-12/2016-09-02
15;2016-07-21/2016-08-05
11;2016-07-07/2016-07-18
12;2016-05-11/2016-05-23
18;2016-02-01/2016-02-19
34;2016-02-19/2016-03-24
28;2016-01-04/2016-02-01
22;2015-07-01/2015-07-23
19;2015-05-16/2015-06-04
28;2015-04-18/2015-05-16
10;2015-04-08/2015-04-18
22;2015-03-17/2015-04-08
18;2014-11-25/2014-12-13
24;2014-09-05/2014-09-29
51;2014-05-05/2014-06-25
85;2013-10-09/2014-01-02
