durations;datelimits
17;2019-04-23/2019-05-10
19;2019-04-04/2019-04-23
34;2018-11-30/2019-01-03
12;2018-09-19/2018-10-01
7;2018-07-20/2018-07-27
16;2018-02-21/2018-03-09
10;2017-09-14/2017-09-24
15;2017-08-11/2017-08-26
12;2017-06-29/2017-07-11
4;2017-04-21/2017-04-25
5;2017-04-13/2017-04-18
4;2017-03-14/2017-03-18
10;2017-03-24/2017-04-03
7;2016-12-28/2017-01-04
7;2016-06-27/2016-07-04
9;2016-09-03/2016-09-12
11;2016-05-26/2016-06-06
16;2016-06-06/2016-06-22
17;2015-12-26/2016-01-12
30;2016-01-19/2016-02-18
255;2015-04-07/2015-12-18
303;2014-06-08/2015-04-07
