durations;datelimits
259;2018-10-04/2019-06-20
166;2018-04-13/2018-09-26
15;2017-12-05/2017-12-20
22;2017-07-24/2017-08-15
12;2017-07-04/2017-07-16
17;2017-03-05/2017-03-22
18;2017-01-25/2017-02-12
35;2016-11-16/2016-12-21
