durations;datelimits
33;2019-05-07/2019-06-09
62;2019-02-02/2019-04-05
51;2018-12-08/2019-01-28
38;2018-06-25/2018-08-02
44;2018-08-08/2018-09-21
68;2018-03-24/2018-05-31
228;2017-06-09/2018-01-23
49;2017-03-01/2017-04-19
51;2017-01-09/2017-03-01
32;2016-12-08/2017-01-09
31;2016-10-12/2016-11-12
32;2016-07-23/2016-08-24
17;2016-03-27/2016-04-13
10;2015-10-16/2015-10-26
12;2015-12-22/2016-01-03
16;2015-07-23/2015-08-08
22;2015-06-11/2015-07-03
22;2014-12-17/2015-01-08
21;2014-11-06/2014-11-27
202;2014-03-27/2014-10-15
