durations;datelimits
95;2018-06-22/2018-09-25
10;2018-02-05/2018-02-15
10;2018-01-07/2018-01-17
13;2017-12-25/2018-01-07
9;2017-10-15/2017-10-24
13;2017-11-24/2017-12-07
11;2017-05-04/2017-05-15
9;2017-03-29/2017-04-07
10;2017-02-17/2017-02-27
15;2017-02-27/2017-03-14
32;2016-12-22/2017-01-23
17;2016-03-08/2016-03-25
21;2015-12-17/2016-01-07
14;2015-07-01/2015-07-15
17;2015-05-29/2015-06-15
14;2015-05-11/2015-05-25
15;2015-04-14/2015-04-29
23;2014-11-11/2014-12-04
28;2014-10-14/2014-11-11
107;2014-02-06/2014-05-24
143;2014-05-24/2014-10-14
146;2011-08-29/2012-01-22
293;2010-08-27/2011-06-16
