durations;datelimits
14;2019-06-04/2019-06-18
17;2019-02-15/2019-03-04
14;2019-01-31/2019-02-14
11;2019-01-18/2019-01-29
28;2018-12-21/2019-01-18
8;2018-09-21/2018-09-29
10;2018-09-07/2018-09-17
13;2018-10-11/2018-10-24
15;2018-08-04/2018-08-19
8;2018-07-05/2018-07-13
9;2018-06-24/2018-07-03
14;2018-05-10/2018-05-24
12;2018-01-09/2018-01-21
9;2017-12-24/2018-01-02
19;2018-01-24/2018-02-12
12;2017-11-07/2017-11-19
17;2017-05-05/2017-05-22
24;2017-02-21/2017-03-17
17;2016-11-02/2016-11-19
17;2016-10-04/2016-10-21
43;2016-06-30/2016-08-12
39;2016-03-07/2016-04-15
53;2015-11-20/2016-01-12
29;2015-06-18/2015-07-17
57;2015-03-18/2015-05-14
35;2015-02-11/2015-03-18
