Cyan4973,2,2,5,5,3,3,3,8,14,87,2,13,2,17,2,6,5,2,8,2,14,34,3,2,8,3,2,2,2,2,2,2,4,2,5,2,2,4,2,2,2,8,10,4,3,2,2,2,3,2,4,3,4,3,3,2,2,3,2,2,8,6,4,3,2,2,2,4,2,5,2,4,2,2,2,3,4,6,5,2,2,2,3,2,4,2,2,2,2,4,3,5,2,2,2,4,2,2,2,6,2,2,2,3,2,2,3,4,2,2,9,2,3,2,2,3,4,2,2,2,2,2,2,2,4,2,10,3,5,3,2,2,2,4,3,2,5,4,2,4,3,2,2,2,2,5,2,2,3,2,2,2,2,3,4,2,11,4,2,3,3,3,3,3,3,2,2,5,9,12,3,5,2,2,4,3,2,2,2,3,5,2,2,3,7,2,4,4,5,2,3,2,3,2,2,3,6,4,2,2,2,64,7,5,42,3,5,4,4,1608,0.5485074626865671
jforberg,1,1.0
tobijdc,231,232,0.008620689655172414
peterh,1,1.0
KrzysFR,2,8,43,24,24,81,5,2,101,292,0.03767123287671233
mailagentrus,3,6,0.6666666666666666
inikep,2,3,10,3,4,2,2,4,2,2,4,5,3,2,4,2,3,3,5,4,3,2,3,2,3,3,3,3,2,4,26,6,2,2,3,3,3,4,4,7,7,3,3,5,2,14,3,2,3,2,10,2,3,2,3,3,4,3,5,19,5,2,3,3,3,3,3,3,18,414,0.4468599033816425
chipturner,124,125,0.016
thatsafunnyname,17,986,1004,0.00298804780876494
ot,1,1.0
juanfra684,1,1.0
cadedaniel,1,1.0
luben,1,1.0
ebiggers,1,1.0
jrmarino,1,1.0
david-y-lam,16,19,0.21052631578947367
dkrot,1,1.0
borzunov,1,1.0
kassens,1,1.0
terrelln,3,14,13,3,4,3,2,5,10,13,11,2,3,4,3,7,2,7,16,7,2,5,16,5,5,7,8,3,5,15,4,7,5,3,4,24,3,2,3,10,2,2,2,5,3,6,4,7,6,3,3,2,2,3,7,2,2,2,3,2,2,5,4,4,8,6,17,12,12,20,2,6,4,2,12,2,12,5,2,2,2,5,8,3,2,3,4,3,7,3,3,9,8,5,7,3,4,21,10,15,2,4,2,2,5,2,2,19,2,5,7,7,5,8,2,24,4,13,5,4,11,2,7,2,4,40,2,9,3,8,4,9,3,2,2,4,3,2,3,4,2,4,2,5,30,4,6,1020,0.2607843137254902
0-wiz-0,1,1.0
brendankirby,1,1.0
codeshef,1,1.0
jrudolph,5,6,0.3333333333333333
jungle-boogie,1,1.0
pixelb,151,302,454,0.006607929515418502
obache,1,1.0
DimitryAndric,1,1.0
jacquesg,204,206,0.014563106796116505
apjanke,1,1.0
Chocobo1,1,1.0
iburinoc,5,8,3,2,3,6,2,3,3,5,3,3,2,2,8,3,3,3,107,0.5420560747663551
indygreg,1,1.0
ds77,2,5,0.8
zefanxu,1,1.0
dimkr,3,1.0
anders-code,1,1.0
sjnam,794,796,0.0037688442211055275
Majlen,17,17,3,29,70,0.11428571428571428
ldv-alt,77,412,169,659,0.006069802731411229
bapt,1,1.0
ligfx,1,1.0
niXman,1,1.0
joscollin,2,3,0.6666666666666666
codicodi,82,83,0.024096385542168676
paulcruz74,2,3,3,3,2,2,5,2,3,2,2,4,3,2,76,0.6842105263157895
manixate,1,1.0
yurivict,1,1.0
stellamplau,5,2,2,3,3,5,11,2,3,2,2,4,77,0.5844155844155844
ivuk,1,1.0
romange,1,1.0
dscheg,1,1.0
bmwiedemann,429,430,0.004651162790697674
Etsukata,1,1.0
felixhandte,6,19,42,150,3,5,4,5,2,4,2,5,3,4,6,2,40,5,10,3,16,12,5,7,35,4,17,12,39,115,11,2,3,629,0.10174880763116058
dusta,1,1.0
scottchiefbaker,1,1.0
shawnl,2,6,0.8333333333333334
conor42,1,1.0
krab,2,3,0.6666666666666666
systemcrash,1,1.0
cemeyer,310,311,0.006430868167202572
HaydnTrigg,11,4,16,0.1875
JesseTG,1,1.0
baldurk,1,1.0
Varunram,3,4,0.5
hagemt,1,1.0
bket,2,3,86,226,319,0.018808777429467086
kilobyte,1,1.0
taigacon,1,1.0
pseiderer,1,1.0
lamby,1,1.0
baruchsiach,1,1.0
fbrosson,1,1.0
GeorgeLu97,2,5,2,3,2,2,14,3,3,3,5,3,5,2,3,79,0.46835443037974683
duc0,3,4,0.5
ryandesign,4,155,161,0.024844720496894408
supertopher,6,9,0.4444444444444444
oleid,1,1.0
jon-turney,1,1.0
codecat,3,4,0.5
jennifermliu,22,23,0.08695652173913043
tgurr,1,1.0
modbw,1,1.0
cmcginty,8,4,14,0.2857142857142857
ko-zu,2,1.0
azat,1,1.0
korli,1,1.0
maxice8,1,1.0
jfessard,1,1.0
atdt,1,1.0
samrussell,1,1.0
jonesz,1,1.0
ulikunitz,2,1.0
coetry,2,1.0
pitrou,1,1.0
lzutao,9,13,9,96,14,4,2,158,0.11392405063291139
denis2342,1,1.0
obelisk,6,7,0.2857142857142857
yijinfb,8,1.0
hjmjohnson,2,13,17,0.23529411764705882
erikwebb,1,1.0
lwhsu,5,14,21,0.19047619047619047
kostmo,8,9,0.2222222222222222
shakeelrao,10,2,2,5,5,30,0.36666666666666664
nehaljwani,1,1.0
orip,1,1.0
jsoref,1,1.0
myzhang1029,1,1.0
vejnar,2,3,0.6666666666666666
neheb,1,1.0
Tyler-Tran,1,1.0
j301scott,1,1.0
michaelforney,1,1.0
LeeYoung624,8,9,0.2222222222222222
ephiepark,3,1.0
yk-tanigawa,1,1.0
Absotively,1,1.0
chungy,1,1.0
scharan,1,1.0
