durations;datelimits
23;2019-04-23/2019-05-16
19;2019-04-04/2019-04-23
47;2018-11-30/2019-01-16
13;2018-10-24/2018-11-06
15;2018-09-19/2018-10-04
38;2018-02-10/2018-03-20
14;2018-01-22/2018-02-05
17;2017-08-11/2017-08-28
19;2017-06-22/2017-07-11
11;2017-04-20/2017-05-01
10;2017-03-24/2017-04-03
10;2017-03-10/2017-03-20
16;2016-06-06/2016-06-22
54;2015-12-26/2016-02-18
255;2015-04-07/2015-12-18
303;2014-06-08/2015-04-07
