"[70, '2015-09-26/2015-12-05']","['h', 56, '2015-09-26/2015-11-21']"
"[161, '2015-12-05/2016-05-14']","['sot', 161, '2015-12-05/2016-05-14']"
"[29, '2015-07-15/2015-08-13']","['h', 28, '2015-07-15/2015-08-12']"
"[38, '2015-08-19/2015-09-26']","['h', 37, '2015-08-19/2015-09-25']"
"[44, '2016-08-06/2016-09-19']","['sot', 44, '2016-08-06/2016-09-19']"
"[98, '2016-10-01/2017-01-07']","['h', 48, '2016-10-01/2016-11-18']","['sot', 50, '2016-11-18/2017-01-07']"
"[149, '2017-01-07/2017-06-05']","['sot', 95, '2017-01-07/2017-04-12']","['h', 50, '2017-05-02/2017-06-01']"
"[112, '2017-06-05/2017-09-25']","['sot', 112, '2017-06-05/2017-09-25']"
"[633, '2017-09-25/2019-06-20']","['sot', 89, '2017-09-25/2017-12-23']","['d', 544, '2018-01-31/2019-06-20']"
