"[348, '2015-09-09/2016-08-22']","['h', 120, '2015-09-09/2016-01-07']","['sot', 228, '2016-01-07/2016-08-22']"
"[219, '2017-12-20/2018-07-27']","['sot', 219, '2017-12-20/2018-07-27']"
