"[60.0, '2015-02-27/2015-04-28']","['sot', 60, '2015-02-27/2015-04-28']"
"[78.0, '2015-08-23/2015-11-09']","['sot', 78, '2015-08-23/2015-11-09']"
"[44.0, '2015-04-28/2015-06-11']","['sot', 44, '2015-04-28/2015-06-11']"
"[40.0, '2015-06-11/2015-07-21']","['sot', 40, '2015-06-11/2015-07-21']"
"[20.0, '2015-12-16/2016-01-05']","['sot', 20, '2015-12-16/2016-01-05']"
"[19.0, '2016-01-28/2016-02-16']","['sot', 19, '2016-01-28/2016-02-16']"
"[20.0, '2016-07-22/2016-08-11']","['sot', 20, '2016-07-22/2016-08-11']"
"[34.0, '2016-11-16/2016-12-20']","['sot', 34, '2016-11-16/2016-12-20']"
"[26.0, '2017-02-16/2017-03-14']","['sot', 26, '2017-02-16/2017-03-14']"
"[21.0, '2017-03-21/2017-04-11']","['sot', 21, '2017-03-21/2017-04-11']"
"[18.0, '2017-07-14/2017-08-01']","['sot', 18, '2017-07-14/2017-08-01']"
"[17.0, '2017-08-20/2017-09-06']","['sot', 17, '2017-08-20/2017-09-06']"
"[15.0, '2017-10-02/2017-10-17']","['sot', 15, '2017-10-02/2017-10-17']"
"[17.0, '2018-01-02/2018-01-19']","['sot', 17, '2018-01-02/2018-01-19']"
"[18.0, '2018-02-21/2018-03-11']","['sot', 18, '2018-02-21/2018-03-11']"
"[20.0, '2018-07-21/2018-08-10']","['sot', 20, '2018-07-21/2018-08-10']"
