durations,datelimits
92.0,2013-06-30/2013-09-30
39.0,2013-03-31/2013-05-09
8.0,2014-04-02/2014-04-10
7.0,2014-04-21/2014-04-28
11.0,2014-07-10/2014-07-21
14.0,2014-12-22/2015-01-05
14.0,2015-02-17/2015-03-03
9.0,2015-02-08/2015-02-17
9.0,2015-10-20/2015-10-29
14.0,2015-12-17/2015-12-31
21.0,2016-01-20/2016-02-10
33.0,2016-03-12/2016-04-14
23.0,2016-02-18/2016-03-12
8.0,2016-11-01/2016-11-09
7.0,2016-10-20/2016-10-27
12.0,2016-12-29/2017-01-10
11.0,2017-01-18/2017-01-29
14.0,2017-05-12/2017-05-26
8.0,2017-08-30/2017-09-07
4.0,2017-10-19/2017-10-23
4.0,2017-10-30/2017-11-03
4.0,2017-11-09/2017-11-13
4.0,2018-05-04/2018-05-08
4.0,2018-05-25/2018-05-29
4.0,2018-06-01/2018-06-05
4.0,2018-06-15/2018-06-19
7.0,2018-07-02/2018-07-09
8.0,2018-08-08/2018-08-16
18.0,2018-08-30/2018-09-17
26.0,2018-10-06/2018-11-01
20.0,2019-03-08/2019-03-28
14.0,2019-04-29/2019-05-13
12.0,2019-02-22/2019-03-06
