id,date,event,creator_login
1620370504,2018-05-10 18:13:23,mentioned,themsaid
1620370505,2018-05-10 18:13:23,subscribed,themsaid
1446288433,2018-01-29 13:20:52,mentioned,themsaid
1446288434,2018-01-29 13:20:52,subscribed,themsaid
1379579108,2017-12-08 21:31:04,mentioned,themsaid
1379579110,2017-12-08 21:31:04,subscribed,themsaid
1264235412,2017-09-25 18:00:27,mentioned,themsaid
1264235413,2017-09-25 18:00:27,subscribed,themsaid
1264235666,2017-09-25 18:00:36,mentioned,themsaid
1264235667,2017-09-25 18:00:36,subscribed,themsaid
1264256943,2017-09-25 18:12:51,mentioned,themsaid
1264256945,2017-09-25 18:12:51,subscribed,themsaid
1264306324,2017-09-25 18:41:06,mentioned,themsaid
1264306326,2017-09-25 18:41:06,subscribed,themsaid
1265125119,2017-09-26 07:26:26,mentioned,themsaid
1265125120,2017-09-26 07:26:26,subscribed,themsaid
1265467572,2017-09-26 10:50:53,mentioned,themsaid
1265467573,2017-09-26 10:50:53,subscribed,themsaid
1298936249,2017-10-18 12:16:10,mentioned,themsaid
1298936251,2017-10-18 12:16:10,subscribed,themsaid
1235209057,2017-09-05 16:08:57,closed,themsaid
1235209284,2017-09-05 16:09:05,closed,themsaid
1235210092,2017-09-05 16:09:31,closed,themsaid
1235211339,2017-09-05 16:10:16,closed,themsaid
1113322789,2017-06-07 09:41:21,mentioned,themsaid
1113322790,2017-06-07 09:41:21,subscribed,themsaid
1148642438,2017-07-03 19:59:30,mentioned,themsaid
1148642439,2017-07-03 19:59:30,subscribed,themsaid
967660879,2017-02-17 21:59:45,mentioned,themsaid
967660880,2017-02-17 21:59:45,subscribed,themsaid
958515076,2017-02-12 00:52:08,mentioned,themsaid
958515077,2017-02-12 00:52:08,subscribed,themsaid
958667011,2017-02-12 14:41:26,mentioned,themsaid
958667012,2017-02-12 14:41:26,subscribed,themsaid
959880192,2017-02-13 16:20:36,mentioned,themsaid
959880194,2017-02-13 16:20:36,subscribed,themsaid
959910060,2017-02-13 16:36:51,mentioned,themsaid
959910062,2017-02-13 16:36:51,subscribed,themsaid
959940568,2017-02-13 16:53:58,mentioned,themsaid
959940570,2017-02-13 16:53:58,subscribed,themsaid
959954950,2017-02-13 17:01:36,closed,themsaid
959977561,2017-02-13 17:14:45,mentioned,themsaid
959977563,2017-02-13 17:14:45,subscribed,themsaid
966680865,2017-02-17 10:55:39,mentioned,themsaid
966680866,2017-02-17 10:55:39,subscribed,themsaid
779537377,2016-09-06 15:39:02,base_ref_changed,themsaid
779537791,2016-09-06 15:39:17,base_ref_changed,themsaid
779546781,2016-09-06 15:44:52,closed,themsaid
1309776563,2017-10-25 12:42:11,reopened,themsaid
1343728653,2017-11-15 19:38:16,mentioned,themsaid
1343728654,2017-11-15 19:38:16,subscribed,themsaid
1235213922,2017-09-05 16:11:36,closed,themsaid
1706812469,2018-06-28 16:42:31,mentioned,themsaid
1706812471,2018-06-28 16:42:31,subscribed,themsaid
