"[69.0, '2012-09-24/2012-12-02']","['sot', 69, '2012-09-24/2012-12-02']"
"[189.0, '2012-12-02/2013-06-09']","['sot', 189, '2012-12-02/2013-06-09']"
"[378.0, '2013-06-10/2014-06-23']","['sot', 378, '2013-06-10/2014-06-23']"
"[410.0, '2014-06-23/2015-08-07']","['sot', 101, '2014-06-23/2014-10-02']","['h', 309, '2014-12-07/2015-08-07']"
"[830, '2016-09-23/2019-01-01']","['sot', 830, '2016-09-23/2019-01-01']"
