"[142.0, '2013-10-22/2014-03-13']","['sot', 142, '2013-10-22/2014-03-13']"
"[97.0, '2014-10-04/2015-01-09']","['sot', 97, '2014-10-04/2015-01-09']"
"[104.0, '2015-02-15/2015-05-30']","['sot', 104, '2015-02-15/2015-05-30']"
"[56.0, '2016-02-08/2016-04-04']","['sot', 56, '2016-02-08/2016-04-04']"
"[144.0, '2017-07-04/2017-11-25']","['sot', 144, '2017-07-04/2017-11-25']"
"[289, '2018-03-18/2019-01-01']","['sot', 289, '2018-03-18/2019-01-01']"
