dgraham,7,11,28,15,138,3,9,5,12,46,40,322,0.059006211180124224
muan,12,9,2,14,2,8,11,52,12,11,22,2,3,46,3,59,14,20,3,313,0.08626198083067092
koddsson,3,4,0.5
mislav,2,3,0.6666666666666666
