"[92, '2016-11-30/2017-03-02']","['sot', 92, '2016-11-30/2017-03-02']"
"[94, '2017-06-27/2017-09-29']","['sot', 94, '2017-06-27/2017-09-29']"
"[105, '2017-11-10/2018-02-23']","['sot', 105, '2017-11-10/2018-02-23']"
"[122, '2018-08-03/2018-12-03']","['sot', 122, '2018-08-03/2018-12-03']"
