durations,datelimits
25.0,2014-10-30/2014-11-24
19.0,2015-02-11/2015-03-02
31.0,2015-03-31/2015-05-01
18.0,2015-05-30/2015-06-17
28.0,2015-07-15/2015-08-12
13.0,2015-09-03/2015-09-16
15.0,2015-10-21/2015-11-05
21.0,2015-12-18/2016-01-08
8.0,2015-10-06/2015-10-14
10.0,2016-05-27/2016-06-06
12.0,2016-07-22/2016-08-03
20.0,2016-08-25/2016-09-14
9.0,2017-02-27/2017-03-08
6.0,2017-05-03/2017-05-09
4.0,2017-02-17/2017-02-21
4.0,2017-05-18/2017-05-22
11.0,2017-06-05/2017-06-16
12.0,2018-06-29/2018-07-11
