dev;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
50Wliu;47.28930817610063;3.213836477987422;3.213836477987422;0.0;0.0;0.0;0.0;0.0;0.0;0.0
kevinnathan;17.196048632218847;0.554711246200608;0.0;3.3282674772036476;2.7735562310030395;0.554711246200608;0.0;1.109422492401216;0.0;0.0
lee-dohm;26.890348372358655;2.2929754426042264;2.2929754426042264;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Ben3eeE;12.904040404040403;2.212121212121212;2.212121212121212;0.0;0.0;0.0;0.0;0.0;0.0;0.0
smashwilson;18.918309859154927;2.056338028169014;1.645070422535211;0.6169014084507042;0.20563380281690138;0.41126760563380277;0.41126760563380277;0.41126760563380277;0.20563380281690138;0.0
anaisbetts;3.892839004570848;0.37074657186389026;0.37074657186389026;0.18537328593194513;0.0;0.0;0.0;0.18537328593194513;0.18537328593194513;0.0
damieng;45.08399209486166;2.524703557312253;2.1640316205533594;0.0;0.0;0.36067193675889325;0.0;0.0;0.0;0.0
matthewwithanm;14.721835883171071;2.5382475660639776;2.030598052851182;0.0;0.0;0.5076495132127955;0.0;0.0;0.0;0.0
thomasjo;17.967651195499297;3.3368495077355833;2.823488045007032;0.0;0.0;0.5133614627285513;0.25668073136427566;0.0;0.0;0.0
probablycorey-and-nathan;32.046750285062714;0.0;0.0;4.161915621436716;3.7457240592930443;0.0;0.0;0.4161915621436716;0.0;0.0
joshaber;62.050000000000004;7.300000000000001;5.4750000000000005;3.6500000000000004;1.8250000000000002;7.300000000000001;5.4750000000000005;3.6500000000000004;0.0;0.0
nathansobo;45.457384276267454;4.425055106539309;4.29096252755327;0.9386480529022778;0.9386480529022778;0.26818515797207937;0.26818515797207937;0.0;0.0;0.0
kevinsawicki;36.60458452722063;3.5558739255014324;3.346704871060172;1.0458452722063036;1.0458452722063036;0.4183381088825215;0.4183381088825215;0.0;0.0;0.0
simurai;36.35742187500001;4.27734375;4.27734375;0.23763020833333337;0.23763020833333337;0.0;0.0;0.0;0.0;0.0
benogle;49.427083333333336;5.322916666666667;4.942708333333334;0.7604166666666667;0.7604166666666667;0.7604166666666667;0.7604166666666667;0.0;0.0;0.0
maxbrunsfeld;50.165876777251185;4.108412322274882;3.89218009478673;0.21623222748815168;0.21623222748815168;0.21623222748815168;0.21623222748815168;0.0;0.0;0.0
mnquintana;28.748241912798875;5.133614627285513;5.133614627285513;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BinaryMuse;32.503649635036496;3.72992700729927;3.197080291970803;0.5328467153284672;0.5328467153284672;0.5328467153284672;0.5328467153284672;0.0;0.0;0.0
jasonrudolph;14.827586206896552;1.206896551724138;1.0344827586206897;0.3448275862068966;0.1724137931034483;0.3448275862068966;0.1724137931034483;0.3448275862068966;0.1724137931034483;0.0
as-cii;41.760429835651074;5.306573957016435;5.075853350189633;0.23072060682680154;0.23072060682680154;0.23072060682680154;0.23072060682680154;0.0;0.0;0.0
mcolyer;47.514792899408285;4.319526627218935;4.319526627218935;8.63905325443787;4.319526627218935;4.319526627218935;4.319526627218935;4.319526627218935;2.1597633136094676;2.1597633136094676
bolinfest;20.180288461538463;2.6322115384615383;1.7548076923076923;0.0;0.0;0.8774038461538461;0.8774038461538461;0.0;0.0;0.0
probablykevin;28.076923076923077;0.0;0.0;1.2762237762237763;0.0;0.0;0.0;1.2762237762237763;0.0;0.0
kuychaco;14.075372480280455;2.5591586327782645;2.5591586327782645;0.0;0.0;0.0;0.0;0.0;0.0;0.0
iolsen;17.72309711286089;1.916010498687664;1.437007874015748;0.0;0.0;0.479002624671916;0.479002624671916;0.0;0.0;0.0
hubot;9.915110356536504;0.0;0.0;0.9295415959252972;0.9295415959252972;0.0;0.0;0.0;0.0;0.0
leroix;92.34939759036145;8.795180722891565;4.397590361445783;0.0;0.0;13.192771084337348;8.795180722891565;0.0;0.0;0.0
thedaniel;20.608034744842563;1.5852334419109664;1.1889250814332248;0.0;0.0;0.7926167209554832;0.3963083604777416;0.0;0.0;0.0
zcbenz;43.641304347826086;5.4100790513833985;5.049407114624506;0.0;0.0;0.36067193675889325;0.0;0.0;0.0;0.0
izuzak;46.34920634920635;4.055555555555555;3.4761904761904763;0.0;0.0;2.8968253968253967;2.317460317460317;0.0;0.0;0.0
