"[302.0, '2016-03-13/2017-01-09']","['sot', 234, '2016-03-13/2016-11-02']","['h', 68, '2016-11-21/2017-01-09']"
"[42.0, '2017-06-28/2017-08-09']","['sot', 42, '2017-06-28/2017-08-09']"
"[74.0, '2017-08-09/2017-10-22']","['sot', 74, '2017-08-09/2017-10-22']"
"[120.0, '2017-10-31/2018-02-28']","['sot', 120, '2017-10-31/2018-02-28']"
"[251.0, '2018-02-28/2018-11-06']","['sot', 251, '2018-02-28/2018-11-06']"
