durations;datelimits
47.0;2018-10-11/2018-11-27
32.0;2018-07-28/2018-08-29
61.0;2018-05-03/2018-07-03
29.0;2018-04-04/2018-05-03
19.0;2018-02-28/2018-03-19
48.0;2017-12-14/2018-01-31
20.0;2017-10-06/2017-10-26
