id,date,event,creator_login
1736475418,2018-07-16 23:31:48,mentioned,simurai
1736475419,2018-07-16 23:31:48,subscribed,simurai
1737160563,2018-07-17 09:02:29,mentioned,simurai
1737160564,2018-07-17 09:02:29,subscribed,simurai
1648539816,2018-05-28 02:42:11,head_ref_force_pushed,simurai
1648541251,2018-05-28 02:44:12,referenced,simurai
1648541252,2018-05-28 02:44:12,merged,simurai
1648541256,2018-05-28 02:44:13,closed,simurai
1648541342,2018-05-28 02:44:18,head_ref_deleted,simurai
1496055858,2018-02-28 07:00:26,milestoned,simurai
1378303979,2017-12-08 06:46:39,referenced,simurai
1378303981,2017-12-08 06:46:40,merged,simurai
1378303984,2017-12-08 06:46:40,closed,simurai
1378304011,2017-12-08 06:46:42,head_ref_deleted,simurai
1374047031,2017-12-06 03:59:37,referenced,simurai
1374047032,2017-12-06 03:59:37,merged,simurai
1374047033,2017-12-06 03:59:37,closed,simurai
1374047084,2017-12-06 03:59:40,head_ref_deleted,simurai
1369749174,2017-12-04 04:55:33,referenced,simurai
1369749176,2017-12-04 04:55:33,merged,simurai
1369749179,2017-12-04 04:55:34,closed,simurai
1369749224,2017-12-04 04:55:36,head_ref_deleted,simurai
1368830972,2017-12-02 10:24:43,referenced,simurai
1368830973,2017-12-02 10:24:43,merged,simurai
1368830974,2017-12-02 10:24:43,closed,simurai
1368830980,2017-12-02 10:24:46,head_ref_deleted,simurai
1368832101,2017-12-02 10:28:14,labeled,simurai
1368832102,2017-12-02 10:28:14,labeled,simurai
1806679328,2018-08-24 01:20:31,closed,simurai
1806679574,2018-08-24 01:20:47,labeled,simurai
1806679575,2018-08-24 01:20:47,unlabeled,simurai
1806679576,2018-08-24 01:20:47,unlabeled,simurai
1288445258,2017-10-11 15:19:37,mentioned,simurai
1288445260,2017-10-11 15:19:37,subscribed,simurai
1317517320,2017-10-30 20:27:23,mentioned,simurai
1317517322,2017-10-30 20:27:23,subscribed,simurai
1369749177,2017-12-04 04:55:33,closed,simurai
1174822504,2017-07-22 08:20:45,labeled,simurai
1805004448,2018-08-23 11:24:45,closed,simurai
1148872927,2017-07-04 02:30:24,referenced,simurai
1148872929,2017-07-04 02:30:24,merged,simurai
1148872930,2017-07-04 02:30:24,closed,simurai
1148872957,2017-07-04 02:30:27,head_ref_deleted,simurai
1148878491,2017-07-04 02:38:59,closed,simurai
1148878583,2017-07-04 02:39:08,labeled,simurai
927374235,2017-01-18 12:26:11,referenced,simurai
927374237,2017-01-18 12:26:11,merged,simurai
927374238,2017-01-18 12:26:11,closed,simurai
918590769,2017-01-11 05:03:08,referenced,simurai
918590770,2017-01-11 05:03:08,merged,simurai
918590771,2017-01-11 05:03:08,closed,simurai
918590795,2017-01-11 05:03:11,head_ref_deleted,simurai
1804990732,2018-08-23 11:16:44,closed,simurai
918593013,2017-01-11 05:07:25,referenced,simurai
918593014,2017-01-11 05:07:25,merged,simurai
918593015,2017-01-11 05:07:25,closed,simurai
918593042,2017-01-11 05:07:28,head_ref_deleted,simurai
856579020,2016-11-12 00:07:10,closed,simurai
854390275,2016-11-10 12:25:02,referenced,simurai
854390276,2016-11-10 12:25:02,merged,simurai
854390277,2016-11-10 12:25:02,closed,simurai
