diegoquinteiro,5,22,13,2,3,2,2,2,7,12,2,3,2,103,2,197,0.15228426395939088
timjacobi,2,6,77,86,0.046511627906976744
pestevez,5,6,14,2,3,2,26,2,3,6,12,23,4,3,7,16,3,20,20,259,3,455,0.08131868131868132
mburak,11,129,3,144,0.027777777777777776
dlackty,1,1.0
