davidrecordon,17,70,7,95,0.042105263157894736
johnbreslin,1,1.0
scor,29,30,0.06666666666666667
ptarjan,20,306,6,2,8,3,4,4,33,9,10,16,8,56,2,105,350,319,336,25,67,21,252,64,166,2194,0.012306289881494986
niallkennedy,5,4,2,63,8,83,0.07228915662650602
jrweave,53,7,2,63,0.06349206349206349
lukebennett,1,1.0
jamesgpearce,1,1.0
oguzbilgic,1,1.0
chuckreynolds,267,636,904,0.00331858407079646
RichardLitt,1,1.0
gidsg,1,1.0
SuriyaaKudoIsc,1,1.0
adamgross42,1,1.0
whizkid77,1,1.0
lambda2,1,1.0
codetheorist,1,1.0
