to;Active;Sleeping;Hibernating;Dead
Dead;0.0;0.0;-;0
Hibernating;67.98640721808876;26.932745122954593;5.080847658956634;0.0
Sleeping;93.12335399656628;3.744224585960454;3.1324214174732625;-
Active;86.49491753863697;11.837747268359582;1.6673351930034528;-
