to;Active;Sleeping;Hibernating;Dead
Dead;0.0;0.0;-;100.0
Hibernating;37.474060015384545;25.39714417184803;30.002328484129126;7.126467328638306
Sleeping;92.46998682000671;1.564823269755189;5.965189910238103;-
Active;90.65550289915274;8.438569443179917;0.9059276576673393;-
