to;Active;Sleeping;Hibernating;Dead
Dead;0.0;0.0;-;100.0
Hibernating;29.971546967403324;30.83653739222913;10.977105311879454;28.214810328488092
Sleeping;98.36066869078118;0.4384816682297621;1.2008496409890412;-
Active;91.1553087217313;8.761209050344258;0.08348222792444149;-
