to;Active;Sleeping;Hibernating;Dead
Dead;10.674474158295826;8.355234844653243;-;80.97029099705094
Hibernating;48.401359280757305;27.738497045082994;11.169723532001075;12.690420142158617
Sleeping;67.83675948024734;6.550507235082714;25.612733284669947;-
Active;88.19452045370646;7.631743957651381;4.17373558864216;-
