to;Active;Sleeping;Hibernating;Dead
Dead;8.688111464579984;0.0;-;91.31188853542001
Hibernating;43.68984955085962;33.80874878309466;6.228590094005327;16.272811572040407
Sleeping;71.64947872822707;7.846858021797642;20.503663249975286;-
Active;88.4427625386201;7.120746308382573;4.4364911529973305;-
