to;Active;Sleeping;Hibernating;Dead
Dead;0.0;0.0;-;0
Hibernating;51.53814324687333;34.604639811172234;13.85721694195443;0.0
Sleeping;76.52292199121162;3.4175493303932436;20.059528678395132;-
Active;92.04961298905496;5.6453602008292965;2.305026810115736;-
