durations;datelimits
98;2019-03-13/2019-06-19
51;2018-07-16/2018-09-05
19;2017-09-27/2017-10-16
22;2017-10-25/2017-11-16
23;2017-03-09/2017-04-01
29;2017-02-08/2017-03-09
26;2016-12-14/2017-01-09
31;2016-10-10/2016-11-10
18;2016-08-26/2016-09-13
21;2016-08-05/2016-08-26
20;2016-07-15/2016-08-04
7;2016-03-24/2016-03-31
3;2016-02-29/2016-03-03
3;2016-01-22/2016-01-25
4;2016-01-15/2016-01-19
6;2015-12-24/2015-12-30
3;2015-08-07/2015-08-10
3;2015-08-03/2015-08-06
5;2015-08-13/2015-08-18
9;2015-10-20/2015-10-29
9;2015-04-11/2015-04-20
