"[21, '2013-11-20/2013-12-11']","['sot', 21, '2013-11-20/2013-12-11']"
"[83, '2014-01-17/2014-04-10']","['sot', 40, '2014-01-17/2014-02-26']","['h', 43, '2014-03-16/2014-04-10']"
"[47, '2014-04-10/2014-05-27']","['sot', 47, '2014-04-10/2014-05-27']"
"[142, '2014-06-15/2014-11-04']","['sot', 142, '2014-06-15/2014-11-04']"
"[63, '2014-11-19/2015-01-21']","['sot', 63, '2014-11-19/2015-01-21']"
"[238, '2015-02-19/2015-10-15']","['sot', 238, '2015-02-19/2015-10-15']"
"[236, '2015-10-16/2016-06-08']","['sot', 236, '2015-10-16/2016-06-08']"
"[302, '2016-08-02/2017-05-31']","['sot', 302, '2016-08-02/2017-05-31']"
"[280, '2017-05-31/2018-03-07']","['h', 279, '2017-05-31/2018-03-06']"
