sskates,1,1.0
NachoSoto,10,2,2,18,35,0.2
Will-tm,1,1.0
thisandagain,10,29,2,43,0.11627906976744186
SebastienMichoy,13,27,83,13,137,0.0364963503649635
jonathannorris,5,5,9,10,26,33,15,2,8,7,4,3,5,10,10,7,2,5,169,0.1242603550295858
mergesort,13,8,4,109,21,6,17,2,183,0.060109289617486336
mathieug,5,40,46,0.06521739130434782
michaeltyson,103,3,5,3,33,21,5,8,183,0.0546448087431694
siuying,20,12,28,52,42,8,14,177,0.04519774011299435
angelodipaolo,6,7,0.2857142857142857
neolcs,1,1.0
jwilling,1,1.0
JagCesar,11,32,8,52,0.07692307692307693
ninjinkun,26,29,2,102,160,0.03125
modocache,25,5,23,51,105,0.047619047619047616
djajcevic,45,5,51,0.058823529411764705
andreamazz,5,3,2,23,3,8,2,5,18,5,4,37,5,7,7,13,11,5,4,2,7,183,0.15300546448087432
dkuhnke,11,13,0.23076923076923078
deltheil,11,22,34,0.08823529411764706
paiv,53,7,61,0.04918032786885246
l0gg3r,5,25,86,117,0.03418803418803419
marcelamiach,21,7,117,146,0.0273972602739726
orta,3,2,3,2,9,2,8,14,5,3,7,11,4,18,21,45,173,0.18497109826589594
esttorhe,179,180,0.011111111111111112
mikekatz,12,24,14,3,8,79,4,145,0.05517241379310345
muccy,6,2,3,12,2,3,6,7,5,20,14,58,17,3,4,166,0.1144578313253012
eduarenas,11,11,5,29,0.1724137931034483
braintreeps,118,12,28,3,11,6,180,0.044444444444444446
igorkravchenko,37,39,0.07692307692307693
paulthorsteinson,27,5,57,90,0.044444444444444446
akashivskyy,2,1.0
kevinrenskers,14,18,10,33,62,5,2,146,0.06164383561643835
melke,1,1.0
benpackard,2,5,22,4,34,0.14705882352941177
TanguyAladenise,1,1.0
malectro,5,93,99,0.030303030303030304
rowanj,1,1.0
chiunam,11,6,57,28,24,25,152,0.046052631578947366
jfuellert,2,86,21,6,116,0.04310344827586207
ArtSabintsev,2,7,8,3,2,2,5,8,7,4,17,5,29,20,6,7,6,3,11,158,0.15822784810126583
rais38,47,13,61,0.04918032786885246
icodebuster,1,1.0
x2on,3,4,4,3,10,2,7,19,8,20,14,11,3,6,8,6,2,15,3,151,0.1456953642384106
blakewatters,38,2,19,25,24,10,4,5,131,0.0916030534351145
humblehacker,47,13,62,0.06451612903225806
estromlund,35,36,0.05555555555555555
marcelofabri,50,19,84,157,0.044585987261146494
acatighera,138,2,6,12,5,6,3,177,0.06779661016949153
eanagel,3,8,10,3,28,108,18,180,0.05
aaronpearce,4,5,0.4
rcdilorenzo,53,54,0.037037037037037035
amolloy,128,130,0.023076923076923078
StefanLage,22,33,57,0.07017543859649122
matthewcheok,2,4,9,11,19,4,3,3,23,10,20,8,16,2,8,19,4,3,4,176,0.13068181818181818
vitoziv,64,6,3,83,157,0.03184713375796178
leoru,18,19,0.10526315789473684
inamiy,6,30,77,11,22,14,162,0.04938271604938271
leverdeterre,14,28,7,8,4,12,13,3,66,3,2,3,164,0.07926829268292683
nyankichi820,2,5,24,2,55,89,0.06741573033707865
Leandros,27,3,70,101,0.039603960396039604
chrisjp,120,121,0.01652892561983471
groue,7,3,143,14,168,0.02976190476190476
MaxDesiatov,2,1.0
syedhali,75,76,0.02631578947368421
cezarywojcik,179,180,0.011111111111111112
Abizern,1,1.0
tLewisII,39,42,0.09523809523809523
kkazuo,1,1.0
willbur1984,3,6,15,8,55,48,9,13,159,0.06289308176100629
huuhoa,1,1.0
kimar,53,103,2,11,7,177,0.03389830508474576
Antondomashnev,114,115,0.017391304347826087
3lvis,4,16,6,31,62,0.14516129032258066
zackhsuan,1,1.0
DrummerB,18,38,2,59,0.06779661016949153
NinjaKittenProductions,4,17,3,6,11,3,12,2,3,63,0.1746031746031746
aporat,44,27,20,4,96,0.052083333333333336
yuriy-tolstoguzov,9,12,8,33,16,4,10,35,20,149,0.0738255033557047
pkyeck,7,8,0.25
larsacus,68,100,170,0.023529411764705882
bok-,9,14,6,45,55,130,0.046153846153846156
plivesey,21,11,25,29,7,63,15,172,0.046511627906976744
keroxp,1,1.0
kikohz,18,4,23,0.13043478260869565
anlaital,1,1.0
vinhnx,5,6,0.3333333333333333
lukabernardi,117,118,0.01694915254237288
kylef,18,4,2,3,6,2,2,2,4,11,11,4,3,5,36,2,5,13,7,7,178,0.28651685393258425
Kentzo,1,1.0
steipete,3,6,4,19,6,4,4,4,2,14,12,10,2,15,7,10,10,6,8,2,3,12,169,0.16568047337278108
angelolloqui,78,21,10,110,0.03636363636363636
neonichu,16,2,33,4,18,12,3,32,28,8,2,2,10,6,179,0.09497206703910614
pyro2927,158,4,163,0.018404907975460124
codecaffeine,3,4,14,46,12,9,10,67,166,0.05421686746987952
jlaws,26,7,4,2,44,0.20454545454545456
peterstuart,4,27,14,6,5,51,29,12,4,156,0.08333333333333333
AlexDenisov,3,12,18,32,59,8,9,4,11,159,0.07547169811320754
JanGorman,9,10,0.2
brunofarache,51,9,3,71,2,137,0.043795620437956206
yashigani,1,1.0
paneb,1,1.0
melty710,30,2,11,70,114,0.043859649122807015
jorlow,23,4,28,0.10714285714285714
lightory,1,1.0
samus,51,53,0.05660377358490566
halsk,1,1.0
questbeat,111,3,3,25,25,169,0.04142011834319527
OliverLetterer,5,2,2,30,21,6,7,7,7,2,9,2,3,2,3,6,3,3,2,9,2,3,8,5,2,2,178,0.28651685393258425
kmonaghan,55,102,17,175,0.022857142857142857
basvankuijck,73,40,27,2,3,21,10,178,0.05056179775280899
vascoorey,6,100,108,0.037037037037037035
paulroub,1,1.0
funkyboy,68,38,12,49,168,0.02976190476190476
stefanomondino,9,10,2,23,0.21739130434782608
ryanmeisters,2,3,0.6666666666666666
GevaZeichner,1,1.0
dlo,10,2,2,14,39,11,28,52,162,0.07407407407407407
lakshgandikota,2,1.0
ruslanskorb,117,37,5,2,164,0.042682926829268296
jzzocc,1,1.0
hernangonzalez,35,36,0.05555555555555555
subnetmarco,1,1.0
docksteaderluke,34,36,0.08333333333333333
yannickl,79,80,0.025
pdhernandez,1,1.0
netliner,1,1.0
maxcabral,1,1.0
unknown44,1,1.0
genadyo,3,31,13,4,4,59,0.15254237288135594
kovpas,17,18,0.1111111111111111
KurtWagner,2,4,7,0.42857142857142855
cvasilak,2,10,2,57,21,61,154,0.045454545454545456
carlinyuen,1,1.0
Serheo,4,22,30,57,0.07017543859649122
zackliston,145,146,0.0136986301369863
reygonzales,4,38,44,0.09090909090909091
newyankeecodeshop,7,9,0.3333333333333333
oa414,129,131,0.022900763358778626
lloydsheng,1,1.0
luisfcofv,5,4,4,3,6,5,2,33,0.3333333333333333
squarefrog,2,34,4,7,6,10,15,24,127,0.25984251968503935
pixelglow,168,169,0.011834319526627219
MWaly,1,1.0
dorongutman,1,1.0
griffin-stewie,6,5,35,8,36,91,0.06593406593406594
senior7515,1,1.0
mikerhodes,131,14,6,152,0.02631578947368421
hirohisa,12,3,54,44,34,27,175,0.04
jjonthemix,26,5,3,14,6,3,14,12,33,29,30,176,0.06818181818181818
mxcl,31,2,2,2,5,3,8,7,6,2,2,6,6,2,5,5,6,11,3,2,5,3,2,2,4,3,5,2,2,2,3,3,2,175,0.30857142857142855
luka1995,2,5,13,20,6,49,18,41,158,0.0759493670886076
schwa,7,27,6,42,0.11904761904761904
clemensg,6,3,6,74,61,151,0.039735099337748346
lewisgodowski,1,1.0
Altimor,2,3,0.6666666666666666
eskroch,1,1.0
MaxGabriel,28,29,0.06896551724137931
Julioacarrettoni,53,54,0.037037037037037035
divergio,1,1.0
satyso,5,6,0.3333333333333333
mureev,10,11,0.18181818181818182
astralbodies,63,12,12,11,4,3,24,26,5,162,0.06790123456790123
Blackjacx,3,109,113,0.02654867256637168
nikita-leonov,6,7,0.2857142857142857
ayanonagon,11,38,42,3,6,8,2,7,12,7,12,15,168,0.10119047619047619
kballenegger,1,1.0
al7,1,1.0
wpsteak,13,15,74,103,0.038834951456310676
nbasham,1,1.0
timbroder,1,1.0
farski,26,29,94,8,14,174,0.04597701149425287
Lascorbe,1,1.0
swisspol,11,8,2,3,2,4,5,76,42,156,0.07692307692307693
mehfuzh,3,78,84,0.05952380952380952
Inferis,21,24,0.16666666666666666
schneiderandre,42,43,0.046511627906976744
dkador,35,36,0.05555555555555555
SixFiveSoftware,1,1.0
abbeycode,71,59,132,0.030303030303030304
rynecheow,1,1.0
hackiftekhar,13,30,66,45,2,2,159,0.0440251572327044
ArloL,4,5,0.4
czechboy0,1,1.0
tomvanzummeren,9,10,0.2
jaredsinclair,4,3,11,17,36,0.1388888888888889
mattglover,1,1.0
danielebogo,11,5,36,13,21,4,17,19,24,154,0.08441558441558442
garyjohnson,7,8,0.25
problame,2,8,6,12,2,31,0.1935483870967742
tombenner,9,72,82,0.036585365853658534
joeblau,2,18,21,0.14285714285714285
urouro-net,1,1.0
arietis,1,1.0
mineschan,160,164,0.03048780487804878
febeling,55,13,69,0.043478260869565216
Legoless,15,12,59,11,5,4,5,2,5,2,28,151,0.09271523178807947
jnutting,2,3,0.6666666666666666
Jiahuan,21,31,55,41,3,152,0.039473684210526314
yiyuanlu,21,31,53,0.05660377358490566
matthiasplappert,1,1.0
RickSlot,16,152,170,0.023529411764705882
jcouture,128,6,28,163,0.024539877300613498
wokalski,24,25,0.08
amseddi,1,1.0
amro,1,1.0
confucious,11,61,73,0.0410958904109589
rnine,4,36,41,0.07317073170731707
tumtumtum,14,20,116,151,0.026490066225165563
camdez,1,1.0
robinsenior,1,1.0
heardrwt,1,1.0
JARinteractive,1,1.0
chrisballinger,15,2,14,4,14,2,12,52,117,0.08547008547008547
paulmelnikow,1,1.0
nsforge,1,1.0
leonardvandriel,15,27,77,4,124,0.04032258064516129
GrahamDennis,1,1.0
matej,140,141,0.014184397163120567
vincesyntellia,2,13,48,64,0.0625
msoliman,64,58,6,6,7,8,6,7,165,0.06666666666666667
LoganathanB,1,1.0
souzainf3,107,108,0.018518518518518517
mindbrix,1,1.0
grp,45,46,0.043478260869565216
jeremyflores,2,2,3,8,13,31,0.25806451612903225
yimingtang,1,1.0
kattrali,14,10,26,51,0.0784313725490196
willrust,80,54,135,0.022222222222222223
m1entus,17,116,4,19,157,0.03184713375796178
brocoo,1,1.0
nakp,2,1.0
zhangkaiyulw,7,126,134,0.022388059701492536
JaviLorbada,1,1.0
ashfurrow,13,3,24,37,79,0.0759493670886076
wess,33,34,0.058823529411764705
csexton,86,87,0.022988505747126436
cyrilchandelier,3,16,9,30,0.16666666666666666
naoty,2,18,4,2,2,3,10,40,83,0.12048192771084337
alskipp,5,4,5,6,7,6,2,4,2,9,27,47,127,0.11811023622047244
KiranPanesar,58,33,8,4,38,142,0.04225352112676056
gokhanbarisaker,4,6,0.5
nschum,32,12,63,60,168,0.02976190476190476
shouze,1,1.0
jpsim,15,47,9,46,37,156,0.04487179487179487
CEWendel,3,6,29,4,106,149,0.040268456375838924
mokagio,10,4,12,21,58,33,140,0.05714285714285714
sharekris,3,13,7,12,5,29,8,15,16,10,6,10,135,0.0962962962962963
alexandreos,1,1.0
timshadel,149,18,168,0.017857142857142856
needbee,121,4,2,129,0.03875968992248062
xeniah,1,1.0
yfme,11,157,169,0.01775147928994083
aceontech,1,1.0
DanBrooker,1,1.0
lucasmedeirosleite,28,3,22,6,60,0.08333333333333333
dannyshmueli,17,18,7,11,6,4,10,7,4,5,12,102,0.11764705882352941
nevyn,30,18,49,0.061224489795918366
xslim,26,112,139,0.02158273381294964
azubala,11,7,19,0.15789473684210525
ptescher,91,4,37,133,0.03007518796992481
nvh,75,76,0.02631578947368421
jrturton,1,1.0
terryworona,3,2,4,3,2,4,4,3,3,2,3,7,23,72,0.3055555555555556
gonch,68,13,82,0.036585365853658534
manucorporat,28,29,0.06896551724137931
granoff,56,57,0.03508771929824561
jeffh,59,3,58,10,131,0.03816793893129771
nikolaykasyanov,1,1.0
takuji31,1,1.0
yackle,4,36,48,89,0.0449438202247191
jk,29,10,41,0.0975609756097561
dadalar,59,45,8,113,0.035398230088495575
peterpaulis,1,1.0
calimarkus,32,3,4,40,0.1
Frugghi,58,59,0.03389830508474576
kartikpatel,1,1.0
dbotha,46,118,165,0.01818181818181818
AaronBratcher,3,2,8,13,70,36,133,0.05263157894736842
adfernandes,1,1.0
AndrewBarba,6,14,14,10,46,0.13043478260869565
tomguthrie,1,1.0
nicholascross,1,1.0
b52,6,7,0.2857142857142857
billp,1,1.0
fabiopelosin,2,14,2,15,2,5,2,7,54,0.24074074074074073
kaochenlong,1,1.0
thestoics,1,1.0
cbpowell,37,12,61,19,13,9,2,9,164,0.06097560975609756
belkevich,2,5,11,35,11,8,4,14,19,2,2,8,14,140,0.12857142857142856
mvarie,1,1.0
gabrielrinaldi,18,5,24,0.125
FredericJacobs,36,53,21,3,2,3,4,4,130,0.09230769230769231
sobri909,3,9,3,8,44,2,8,28,10,6,12,3,3,4,146,0.11643835616438356
HBehrens,59,13,74,0.05405405405405406
shergin,3,31,35,0.08571428571428572
roital,94,95,0.021052631578947368
mouhcine,1,1.0
acerbetti,33,3,3,14,4,44,13,4,4,5,5,2,10,8,2,3,164,0.1402439024390244
fphilipe,1,1.0
mkloeppner,42,43,0.046511627906976744
simplysoft,1,1.0
robinzhangx,54,55,0.03636363636363636
xzeror,1,1.0
wangzz,1,1.0
shawnt22,2,2,5,0.6
glesage,1,1.0
markiv,57,59,0.05084745762711865
akopanev,1,1.0
liyong03,38,110,149,0.020134228187919462
dhoerl,10,124,135,0.022222222222222223
mdinacci,36,55,20,112,0.03571428571428571
gumbright,1,1.0
1aurabrown,39,40,0.05
jleandroperez,91,18,20,20,13,163,0.03680981595092025
jshier,8,38,20,12,77,156,0.038461538461538464
goldfish0506,2,1.0
wade0n,2,3,0.6666666666666666
ziryanov,8,27,10,7,10,3,33,8,18,36,163,0.07975460122699386
shams-ahmed,20,12,3,3,17,21,6,86,0.12790697674418605
sshulga-softheme,26,14,41,0.07317073170731707
vfa-thanhht,2,1.0
adamyanalunas,119,25,14,159,0.025157232704402517
jmenter,2,28,33,0.15151515151515152
shyambhat,2,1.0
jkasten2,6,11,19,7,8,73,32,158,0.056962025316455694
andreacremaschi,55,75,131,0.022900763358778626
syshen,1,1.0
kam800,34,61,96,0.03125
uxcam-mobile,1,1.0
wikia-gregor,1,1.0
andjash,112,15,11,10,150,0.04
jayceecam,1,1.0
designatednerd,89,2,26,118,0.03389830508474576
wooster,5,8,3,17,0.23529411764705882
anagromataf,91,8,8,7,18,2,21,157,0.05732484076433121
calebd,6,2,59,34,19,36,157,0.044585987261146494
rcarlsen,1,1.0
cameronwebbable,5,7,0.42857142857142855
Tangdixi,35,2,42,49,2,133,0.06015037593984962
jasonsilberman,31,32,0.0625
clayallsopp,1,1.0
mhergon,57,20,27,107,0.056074766355140186
Pretz,1,1.0
muukii,2,9,9,4,2,7,5,46,0.32608695652173914
yoiang,19,71,23,7,6,10,17,156,0.0641025641025641
veritech,1,1.0
johngraham262,7,39,70,117,0.03418803418803419
groomsy,1,1.0
karlbecker,1,1.0
camelcc,91,92,0.021739130434782608
borut-t,24,2,51,17,8,104,0.0673076923076923
marzapower,2,114,2,119,0.03361344537815126
ishkawa,9,44,86,14,154,0.032467532467532464
JJSaccolo,15,89,18,123,0.032520325203252036
tonycn,1,1.0
ikovalisko,1,1.0
phatmann,3,4,5,24,18,26,2,13,14,49,159,0.06918238993710692
sberrevoets,2,10,37,12,9,64,14,11,160,0.05625
stefanceriu,7,2,65,46,4,125,0.048
goaway,1,1.0
Czajnikowski,1,1.0
pdtgct,1,1.0
takeshishimada,7,15,4,5,15,32,10,5,5,20,133,0.18796992481203006
dhennessy,16,115,134,0.03731343283582089
VivienCormier,1,1.0
TimOliver,4,6,5,7,47,5,13,30,14,9,143,0.09090909090909091
sgryschuk,1,1.0
stephencelis,1,1.0
k06a,7,4,26,89,16,3,147,0.05442176870748299
abury,153,154,0.012987012987012988
STAR-ZERO,1,1.0
arielelkin,20,15,24,61,0.08196721311475409
yoichitgy,14,15,0.13333333333333333
ddlsmurf,1,1.0
malolans,17,18,0.1111111111111111
MitsuhideOhi,1,1.0
yangzexin,5,61,69,0.07246376811594203
lozhuf,149,150,0.013333333333333334
donnellyk,1,1.0
wadeg,3,6,10,0.3
jessbowers,99,42,13,156,0.03205128205128205
chrismiles,36,37,0.05405405405405406
jasonlagaac,2,1.0
croberts22,1,1.0
uzysjung,20,9,2,5,97,8,7,149,0.053691275167785234
agata,14,15,30,0.1
almassapargali,1,1.0
carlj,63,18,10,2,19,2,9,3,6,8,12,156,0.09615384615384616
krzyzanowskim,29,35,54,25,144,0.034722222222222224
fabiocaccamo,65,4,2,8,3,5,29,6,128,0.109375
misha2g,2,1.0
almerlucke,64,65,0.03076923076923077
fmscode,2,47,2,25,41,118,0.05084745762711865
marcransome,28,24,55,0.09090909090909091
mgrider,3,4,0.5
ikai,12,15,0.26666666666666666
tolo,28,34,3,21,8,51,147,0.05442176870748299
pheuter,1,1.0
dolphinSuPixnet,5,16,2,7,6,3,30,20,8,6,5,19,134,0.1417910447761194
jaanussiim,1,1.0
mbinna,1,1.0
brunokoga,1,1.0
rabschi,1,1.0
betzerra,6,7,0.2857142857142857
longbai,2,1.0
ToddKerpelman,2,8,100,111,0.036036036036036036
caoer,1,1.0
travisjeffery,12,7,3,6,6,12,4,3,3,4,6,3,20,6,3,2,4,6,5,2,4,13,2,6,5,154,0.2077922077922078
AndreyLunevich,37,38,0.05263157894736842
lickel,3,1.0
cbaltzer,4,5,0.4
bo-chen,1,1.0
quangpc,1,1.0
shjborage,11,4,10,26,56,0.16071428571428573
dlackty,135,136,0.014705882352941176
shaioz,88,5,94,0.031914893617021274
minsikzzang,15,137,153,0.0196078431372549
kexoth,1,1.0
atomkirk,21,15,25,4,26,5,8,106,0.08490566037735849
andrewroycarter,1,1.0
Adrian2112,1,1.0
devinrader,1,1.0
irace,18,91,110,0.02727272727272727
EddyBorja,1,1.0
debugger87,7,8,13,15,6,10,4,4,3,7,35,18,12,144,0.10416666666666667
nicolasgoutaland,5,137,145,0.034482758620689655
mps,1,1.0
wvdhaute,74,29,12,116,0.034482758620689655
eappel,1,1.0
n8glenn,4,10,15,0.2
kingiol,1,1.0
endSly,50,51,0.0392156862745098
alloy,20,5,11,38,0.13157894736842105
iosengineer,12,6,68,87,0.04597701149425287
tscheepers,13,6,4,3,89,24,140,0.05
asymptotik,17,18,0.1111111111111111
mmorey,36,73,11,15,138,0.050724637681159424
tokorom,91,2,2,97,0.05154639175257732
sergiou87,16,4,21,0.14285714285714285
jessesquires,13,10,5,6,7,54,5,5,16,5,7,2,144,0.14583333333333334
benrobjoh,2,7,89,99,0.04040404040404041
dtorres,1,1.0
elliotchance,7,5,2,2,17,0.29411764705882354
robinkunde,1,1.0
drewmccormack,14,18,10,44,40,127,0.047244094488188976
DZamataev,15,6,23,0.17391304347826086
netsgnut,2,1.0
natep,1,1.0
ajmccall,1,1.0
stanger,1,1.0
kylerobson,1,1.0
ConradIrwin,1,1.0
ericroy,10,11,0.18181818181818182
fastred,12,5,10,14,2,2,22,4,18,10,3,107,0.14953271028037382
yoeriboven,1,1.0
masa-beheim,1,1.0
joehughes,1,1.0
barbosa,12,5,15,11,2,12,10,70,0.14285714285714285
kreeger,1,1.0
hohl,14,20,103,138,0.028985507246376812
chasseurmic,12,96,27,7,143,0.03496503496503497
tomkowz,2,4,7,16,0.375
regennz,55,56,0.03571428571428571
kcharwood,14,27,13,10,67,132,0.045454545454545456
mokemokechicken,1,1.0
ZaBlanc,96,14,5,2,24,142,0.04225352112676056
KrauseFx,131,132,0.015151515151515152
rFlex,3,5,79,2,5,3,14,2,7,4,4,4,13,148,0.10810810810810811
Antol,1,1.0
billinghamj,2,1.0
3-n,1,1.0
koyachi,1,1.0
tomgong,1,1.0
yalnazov,6,7,0.2857142857142857
seubert,2,3,0.6666666666666666
interstateone,6,24,96,16,143,0.03496503496503497
joanromano,2,1.0
RishabhTayal,2,1.0
conradev,1,1.0
jou,1,1.0
icanzilb,117,118,0.01694915254237288
stig,5,7,0.42857142857142855
alejandro-isaza,22,35,80,2,142,0.04929577464788732
rathahin,6,7,0.2857142857142857
brototyp,1,1.0
alexrrouse,27,72,100,0.03
akkyie,11,25,93,2,132,0.03787878787878788
hokiewalrus,19,36,3,56,117,0.05982905982905983
nthegedus,9,3,3,16,0.25
vincentcr,13,14,0.14285714285714285
gabriel,29,38,3,6,3,9,7,14,5,20,3,145,0.1310344827586207
fripp85,1,1.0
bilby91,1,1.0
smyrgl,4,6,13,0.38461538461538464
acmacalister,2,3,0.6666666666666666
nh7a,3,4,0.5
WilliamZang,4,52,14,71,0.056338028169014086
akelani,1,1.0
sbonami,1,1.0
podkovyrin,2,12,14,66,6,9,19,130,0.06923076923076923
dasdom,6,62,70,0.05714285714285714
bartekhugo,15,16,0.125
simonbs,38,22,61,0.04918032786885246
nickfalk,1,1.0
tncbbthositg,1,1.0
Boris-Em,5,24,22,2,4,63,10,4,136,0.07352941176470588
kevintuhumury,1,1.0
radiantcapsule,1,1.0
jarinosuke,8,9,0.2222222222222222
chakrit,17,18,36,0.08333333333333333
ochococo,37,38,0.05263157894736842
akinLiu,1,1.0
ethanmick,1,1.0
kevindelord,3,3,3,10,22,2,12,8,7,13,86,0.1511627906976744
dodikk,21,4,29,0.20689655172413793
