durations,datelimits
25.0,2015-12-14/2016-01-08
19.0,2016-01-08/2016-01-27
28.0,2016-02-12/2016-03-11
33.0,2016-04-01/2016-05-04
12.0,2016-03-11/2016-03-23
9.0,2016-07-13/2016-07-22
9.0,2016-07-22/2016-07-31
14.0,2016-07-31/2016-08-14
11.0,2016-08-14/2016-08-25
14.0,2016-11-04/2016-11-18
54.0,2016-11-18/2017-01-11
14.0,2017-01-24/2017-02-07
14.0,2017-02-07/2017-02-21
21.0,2017-03-08/2017-03-29
27.0,2017-04-11/2017-05-08
89.0,2017-09-09/2017-12-07
49.0,2018-01-19/2018-03-09
111.0,2019-03-01/2019-06-20
