MikeMcQuaid,2,1.0
mistydemeo,26,623,650,0.004615384615384616
antonio,271,273,0.01098901098901099
gjtorikian,1,1.0
jamiehannaford,2,2,3,14,8,4,8,45,0.24444444444444444
CleanCut,2,7,4,14,0.2857142857142857
seveas,10,4,275,6,297,0.020202020202020204
ahayworth,180,2,185,0.02702702702702703
