"[101, '2015-02-06/2015-05-18']","['sot', 101, '2015-02-06/2015-05-18']"
"[47, '2015-06-07/2015-07-24']","['sot', 47, '2015-06-07/2015-07-24']"
"[21, '2015-08-05/2015-08-26']","['sot', 21, '2015-08-05/2015-08-26']"
"[22, '2016-06-25/2016-07-17']","['sot', 22, '2016-06-25/2016-07-17']"
"[17, '2016-07-21/2016-08-07']","['sot', 17, '2016-07-21/2016-08-07']"
"[17, '2016-10-28/2016-11-14']","['sot', 17, '2016-10-28/2016-11-14']"
"[19, '2016-12-12/2016-12-31']","['sot', 19, '2016-12-12/2016-12-31']"
"[22, '2017-04-19/2017-05-11']","['sot', 22, '2017-04-19/2017-05-11']"
"[18, '2017-06-22/2017-07-10']","['sot', 18, '2017-06-22/2017-07-10']"
"[22, '2018-03-22/2018-04-13']","['sot', 22, '2018-03-22/2018-04-13']"
"[70, '2018-08-09/2018-10-18']","['sot', 70, '2018-08-09/2018-10-18']"
"[44, '2018-11-15/2018-12-29']","['sot', 44, '2018-11-15/2018-12-29']"
"[51, '2019-01-25/2019-03-17']","['sot', 51, '2019-01-25/2019-03-17']"
"[32, '2018-07-01/2018-08-02']","['sot', 32, '2018-07-01/2018-08-02']"
