durations,datelimits
92.0,2016-11-30/2017-03-02
55.0,2016-10-06/2016-11-30
23.0,2017-04-15/2017-05-08
23.0,2017-05-15/2017-06-07
58.0,2017-08-02/2017-09-29
37.0,2018-01-17/2018-02-23
41.0,2017-09-29/2017-11-09
22.0,2018-03-12/2018-04-03
94.0,2018-04-03/2018-07-06
151.0,2018-08-03/2019-01-01
