durations,datelimits
83.0,2011-10-13/2012-01-04
147.0,2011-03-03/2011-07-28
30.0,2012-02-26/2012-03-27
13.0,2012-04-29/2012-05-12
10.0,2012-08-15/2012-08-25
4.0,2012-10-14/2012-10-18
6.0,2012-10-18/2012-10-24
4.0,2012-11-22/2012-11-26
8.0,2012-12-09/2012-12-17
8.0,2013-02-06/2013-02-14
8.0,2013-09-03/2013-09-11
10.0,2013-12-20/2013-12-30
20.0,2014-02-18/2014-03-10
8.0,2014-04-23/2014-05-01
7.0,2014-08-25/2014-09-01
10.0,2014-12-19/2014-12-29
8.0,2015-11-24/2015-12-02
9.0,2016-08-03/2016-08-12
7.0,2016-09-30/2016-10-07
7.0,2016-10-29/2016-11-05
14.0,2016-12-14/2016-12-28
10.0,2017-01-20/2017-01-30
9.0,2017-05-17/2017-05-26
23.0,2017-08-23/2017-09-15
7.0,2018-03-26/2018-04-02
15.0,2018-05-02/2018-05-17
9.0,2018-06-19/2018-06-28
14.0,2018-08-07/2018-08-21
20.0,2018-12-12/2019-01-01
