durations,datelimits
87.0,2010-12-29/2011-03-26
49.0,2011-06-27/2011-08-15
51.0,2011-08-23/2011-10-13
47.0,2012-01-27/2012-03-14
140.0,2012-03-20/2012-08-07
91.0,2013-07-28/2013-10-27
77.0,2014-04-08/2014-06-24
75.0,2014-08-29/2014-11-12
48.0,2015-01-13/2015-03-02
109.0,2015-08-19/2015-12-06
37.0,2015-04-06/2015-05-13
43.0,2015-05-13/2015-06-25
30.0,2015-07-08/2015-08-07
80.0,2016-03-02/2016-05-21
51.0,2016-06-08/2016-07-29
101.0,2016-08-22/2016-12-01
29.0,2016-12-12/2017-01-10
123.0,2017-09-11/2018-01-12
112.0,2018-02-15/2018-06-07
