"[94.0, '2014-05-14/2014-08-16']","['sot', 94, '2014-05-14/2014-08-16']"
"[342.0, '2014-08-16/2015-07-24']","['sot', 342, '2014-08-16/2015-07-24']"
"[550.0, '2015-07-24/2017-01-24']","['sot', 87, '2015-07-24/2015-10-19']","['h', 436, '2015-12-12/2016-12-28']"
"[98.0, '2017-01-24/2017-05-02']","['sot', 98, '2017-01-24/2017-05-02']"
"[37.0, '2017-09-27/2017-11-03']","['sot', 37, '2017-09-27/2017-11-03']"
"[81.0, '2017-11-22/2018-02-11']","['sot', 81, '2017-11-22/2018-02-11']"
"[9.0, '2017-11-13/2017-11-22']","['sot', 9, '2017-11-13/2017-11-22']"
"[12.0, '2018-05-07/2018-05-19']","['sot', 12, '2018-05-07/2018-05-19']"
"[11.0, '2018-06-04/2018-06-15']","['sot', 11, '2018-06-04/2018-06-15']"
"[27.0, '2018-06-15/2018-07-12']","['sot', 27, '2018-06-15/2018-07-12']"
"[88.0, '2018-09-21/2018-12-18']","['sot', 88, '2018-09-21/2018-12-18']"
