aszlam,64,65,0.03076923076923077
tesatory,45,2,2,19,152,225,0.044444444444444446
soumith,66,68,0.04411764705882353
suryabhupa,1,1.0
ebetica,227,5,222,455,0.008791208791208791
mortonfox,1,1.0
edran,221,222,0.009009009009009009
