durations;datelimits
509;2018-01-27/2019-06-20
49;2017-12-09/2018-01-27
39;2017-07-13/2017-08-21
32;2017-01-05/2017-02-06
19;2016-11-09/2016-11-28
28;2016-09-29/2016-10-27
21;2016-06-21/2016-07-12
20;2016-05-31/2016-06-20
31;2016-03-07/2016-04-07
21;2016-02-03/2016-02-24
