durations,datelimits
5.0,2019-01-17/2019-01-22
5.0,2019-01-09/2019-01-14
8.0,2018-12-20/2018-12-28
11.0,2018-05-03/2018-05-14
9.0,2018-02-19/2018-02-28
5.0,2017-05-25/2017-05-30
8.0,2017-06-21/2017-06-29
4.0,2017-04-14/2017-04-18
5.0,2017-01-25/2017-01-30
8.0,2016-06-28/2016-07-06
8.0,2016-06-13/2016-06-21
