Project;#breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
rails;2225.753905672706;189.29280818229202;175.03768956203567;91.66627399996496;55.74711933265665;31.090191613104636;23.391962740737707;39.083994124556945;15.14134918229063;4.506898211833449
laravel;660.8436814903126;54.418332302368064;51.1393890838874;8.886989228558106;5.486852505530223;4.643714798823254;2.213470396856565;4.404375266811614;0.8342489632300654;0.4965986394557823
elixir-lang;486.87432208718343;51.438527773689685;47.875631274757176;12.624318974137662;8.15551409873583;3.562896498932511;2.691621266361733;3.883993757942938;0.0;0.0
github;240.93689164004502;21.473906094698492;20.25757499578826;4.8973668691670325;3.179294801194906;4.341013108379893;4.162137056519382;0.936152373202398;0.468076186601199;0.0
atom;1044.2200137931382;103.62741739430142;94.98707087335843;33.728648021994815;19.389213621700836;26.90841815380542;22.45280160514808;12.423884543709873;3.3319250100698756;1.7586491480009105
flutter;1888.3014338420328;165.06138808981908;158.67032679269536;12.740670635263678;10.327883000222473;11.661416826298428;7.640443221490396;1.1831442463533226;0.0;0.0
ionic-team;674.1722354543513;52.63377736322444;50.701646616557035;14.442914120419362;12.659780393742036;3.776797332309918;2.2858885476139634;1.3419117647058822;0.6709558823529411;0.6709558823529411
JabRef;397.84003894212594;40.81303527403959;38.36139459067957;9.353676371489332;6.365515737043104;8.771094457034797;8.368585691829178;1.2176546704903046;1.2176546704903046;0.0
