Project;AtoA;AtoS;AtoH;StoA;StoS;StoH;HtoA;HtoS;HtoH;HtoD;DtoA;DtoS;DtoD
JabRef;87.39023056127674;10.258654554368945;2.3511148843543164;77.9994514969357;4.166458684996299;17.834089818067998;35.1205308870735;46.17209106257493;11.989198372327714;6.718179678023859;100.0;0.0;0.0
ionic-team;90.0505111370482;7.807170719178677;2.1423181437731134;91.20539576833244;2.0006573203334987;6.793946911334052;69.48397852835161;12.546239020001282;10.604617705830744;7.365164745816356;50.0;50.0;0.0
flutter;90.58402141000774;8.74126265709479;0.6747159328974754;91.87530067743107;1.3723581703331211;6.752341152235816;42.32376847468824;31.310613215060133;21.517081281536377;4.848537028715262;0.0;0.0;100.0
atom;86.84606082990604;9.923906458934253;3.2300327111597102;74.30218387399954;4.649117444806706;21.048698681193756;31.97584389305253;37.028179331850346;10.507049247353129;20.488927527743993;26.818705521187464;14.155388693557217;59.02590578525532
github;89.05469694393514;8.912668354159761;2.0326347019050957;79.01989740107729;4.04686105780887;16.933241541113837;34.413986098449115;45.0526722935741;10.400045776049172;10.133295831927613;50.0;0.0;50.0
elixir-lang;86.84201572323714;10.5650525074269;2.5929317693359595;88.44540819448609;4.972499270914965;6.582092534598952;50.38243984769175;16.62806843363297;8.995286140794779;23.994205577880496;0.0;0.0;100.0
laravel;90.42053010355457;8.23467543483894;1.3447944616064822;89.51657649355928;2.3548662739471538;8.128557232493561;40.55112353671157;16.358870849419837;10.539036662816859;32.55096895105174;18.94136881378842;11.27512097340599;69.7835102128056
rails;87.37690265459331;8.504660272631561;4.118437072775123;80.59134600293882;5.094020412381884;14.314633584679287;45.412776471076064;19.05558507563224;3.6929944117221503;31.838644041569548;38.74053694214721;11.531314321331632;49.72814873652116
