durations,datelimits
5.0,2017-08-04/2017-08-09
5.0,2017-07-01/2017-07-06
5.0,2015-08-13/2015-08-18
4.0,2015-12-24/2015-12-28
13.0,2016-12-27/2017-01-03
14.0,2014-12-31/2015-01-14
4.0,2017-09-21/2017-09-25
