durations;datelimits
1497.0;2014-11-26/2019-01-01
101.0;2014-08-17/2014-11-26
157.0;2014-03-01/2014-08-05
62.0;2013-12-29/2014-03-01
51.0;2013-10-20/2013-12-10
40.0;2012-11-28/2013-01-07
36.0;2012-08-01/2012-09-06
19.0;2012-07-07/2012-07-26
7.0;2012-04-17/2012-04-24
9.0;2012-04-05/2012-04-14
6.0;2012-03-26/2012-04-01
4.0;2012-02-08/2012-02-12
7.0;2011-11-22/2011-11-29
8.0;2011-08-01/2011-08-09
22.0;2011-01-19/2011-02-10
23.0;2010-12-27/2011-01-19
9.0;2010-10-26/2010-11-04
15.0;2010-09-05/2010-09-20
4.0;2010-04-24/2010-04-28
9.0;2010-04-13/2010-04-22
3.0;2010-02-28/2010-03-03
3.0;2010-01-22/2010-01-25
5.0;2010-03-14/2010-03-19
6.0;2010-02-10/2010-02-16
8.0;2009-11-11/2009-11-19
11.0;2009-11-20/2009-12-01
19.0;2009-12-03/2009-12-22
53.0;2009-02-07/2009-04-01
99.0;2009-04-01/2009-07-09
165.0;2008-07-30/2009-01-11
