dev;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
metaskills;2.2617291236352908;0.3231041605193272;0.3231041605193272;0.0;0.0;0.0;0.0;0.0;0.0;0.0
marcandre;2.7287679425837323;0.21830143540669858;0.10915071770334929;1.855562200956938;0.10915071770334929;0.10915071770334929;0.0;1.855562200956938;1.3098086124401915;0.0
rsim;13.804226918798665;0.40600667408231367;0.0;1.218020022246941;0.8120133481646273;0.40600667408231367;0.0;0.8120133481646273;0.40600667408231367;0.40600667408231367
dhh;29.156536839493924;2.082609774249566;2.082609774249566;1.3582237658149343;1.3582237658149343;0.0;0.0;0.0;0.0;0.0
rubys;4.494402985074627;0.8171641791044776;0.8171641791044776;0.6809701492537313;0.4085820895522388;0.13619402985074627;0.27238805970149255;0.0;0.0;0.0
kaspth;57.928603910868574;2.489768076398363;2.3237835379718055;0.16598453842655753;0.16598453842655753;0.16598453842655753;0.0;0.0;0.0;0.0
eileencodes;58.75983219716832;4.402202412165705;4.402202412165705;0.0;0.0;0.0;0.0;0.0;0.0;0.0
kamipo;55.52011776251227;4.835623159960746;4.835623159960746;0.8954857703631011;0.8954857703631011;0.0;0.0;0.0;0.0;0.0
pftg;25.774487471526196;5.82004555808656;4.988610478359909;0.8314350797266514;0.0;1.6628701594533029;0.8314350797266514;1.6628701594533029;0.8314350797266514;0.8314350797266514
FooBarWidget;3.347442680776014;0.12874779541446207;0.0;1.5449735449735449;0.25749559082892415;0.25749559082892415;0.0;1.5449735449735449;1.1587301587301586;0.3862433862433862
seuros;20.153374233128837;2.7368779822767553;2.7368779822767553;0.4976141785957737;0.24880708929788686;0.0;0.24880708929788686;0.0;0.0;0.0
maclover7;55.96985583224115;4.783748361730012;4.305373525557012;0.47837483617300125;0.47837483617300125;1.913499344692005;1.913499344692005;0.0;0.0;0.0
acapilleri;7.659402744148506;0.8837772397094431;0.8837772397094431;0.0;0.0;0.0;0.0;0.0;0.0;0.0
albertoalmagro;20.738636363636363;1.6590909090909092;1.6590909090909092;0.8295454545454546;0.8295454545454546;0.0;0.0;0.0;0.0;0.0
Gaurav2728;9.740168539325843;1.5379213483146068;1.5379213483146068;0.5126404494382023;0.5126404494382023;0.0;0.0;0.0;0.0;0.0
gbuesing;4.802631578947368;0.19210526315789472;0.19210526315789472;1.1526315789473682;0.19210526315789472;0.19210526315789472;0.19210526315789472;0.9605263157894736;0.38421052631578945;0.0
sikachu;11.677080729817545;1.1859535116220945;1.1859535116220945;0.2736815796050987;0.18245438640339914;0.0;0.0;0.09122719320169957;0.09122719320169957;0.0
kirs;7.572614107883818;1.2391550358355339;1.2391550358355339;0.13768389287061486;0.13768389287061486;0.0;0.0;0.0;0.0;0.0
robin850;22.222685571309423;2.435362802335279;2.2831526271893243;0.45663052543786486;0.45663052543786486;0.15221017514595495;0.15221017514595495;0.0;0.0;0.0
guilleiguaran;47.7800269905533;4.063765182186234;4.063765182186234;0.12314439946018892;0.12314439946018892;0.0;0.0;0.0;0.0;0.0
utilum;17.73409893992933;2.5795053003533566;2.5795053003533566;0.32243816254416957;0.32243816254416957;0.0;0.0;0.0;0.0;0.0
vipulnsward;29.376563803169308;3.0442035029190992;2.891993327773144;0.6088407005838198;0.45663052543786486;0.15221017514595495;0.3044203502919099;0.0;0.0;0.0
yuki24;4.363149216817807;0.9027205276174773;0.6018136850783182;0.0;0.0;0.3009068425391591;0.15045342126957956;0.0;0.0;0.0
drogus;28.88093443858327;2.2004521477015824;1.9253956292388847;2.750565184626978;2.4755086661642802;0.5501130369253956;0.2750565184626978;0.5501130369253956;0.0;0.0
koic;22.346938775510203;3.310657596371882;3.310657596371882;0.8276643990929705;0.41383219954648526;0.0;0.41383219954648526;0.0;0.0;0.0
dmathieu;8.856960408684547;1.165389527458493;0.9323116219667944;0.6992337164750958;0.4661558109833972;0.2330779054916986;0.0;0.4661558109833972;0.0;0.0
jhawthorn;3.4013496143958872;0.5864395886889461;0.5864395886889461;0.11728791773778921;0.11728791773778921;0.0;0.0;0.0;0.0;0.0
lest;35.452538631346584;4.02869757174393;2.4172185430463577;2.4172185430463577;1.611479028697572;1.611479028697572;0.0;1.611479028697572;0.0;0.0
rohit;5.92463768115942;0.6347826086956522;0.4231884057971015;0.4231884057971015;0.4231884057971015;0.21159420289855074;0.0;0.0;0.0;0.0
gsamokovarov;29.166666666666668;1.6666666666666667;1.6666666666666667;0.16666666666666666;0.16666666666666666;0.0;0.0;0.0;0.0;0.0
htanata;5.140845070422535;0.6854460093896714;0.6854460093896714;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mikel;11.69140625;1.42578125;0.85546875;0.85546875;0.5703125;0.5703125;0.0;0.5703125;0.28515625;0.0
rafaelfranca;54.57192319798552;3.3317595215612212;3.3317595215612212;0.22977651872836008;0.11488825936418004;0.22977651872836008;0.34466477809254015;0.0;0.0;0.0
spastorino;45.21620568757304;2.8437865212310087;2.7015971951694584;1.990650564861706;1.7062719127386052;0.14218932606155044;0.14218932606155044;0.2843786521231009;0.0;0.0
gaurish;8.470861268695204;0.9412068076328004;0.9412068076328004;0.0;0.0;0.0;0.0;0.0;0.0;0.0
javan;13.518518518518519;1.6898148148148149;1.6898148148148149;0.33796296296296297;0.33796296296296297;0.0;0.0;0.0;0.0;0.0
brynary;9.042792792792792;0.0;0.0;1.644144144144144;0.822072072072072;0.411036036036036;0.411036036036036;0.822072072072072;0.411036036036036;0.411036036036036
vijaydev;34.4531522117729;1.3984674329501916;1.3984674329501916;1.0170672239637757;0.7628004179728317;0.0;0.12713340299547196;0.0;0.0;0.0
morgoth;6.109287824089269;0.8385297013455859;0.8385297013455859;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tenderlove;39.73319103521879;2.532017075773746;2.532017075773746;1.071237993596585;1.071237993596585;0.0;0.0;0.0;0.0;0.0
chancancode;28.989781699953554;2.5429633070134696;2.3734324198792383;0.3390617742684626;0.1695308871342313;0.3390617742684626;0.3390617742684626;0.0;0.0;0.0
jonatack;17.77463193657984;0.826727066817667;0.826727066817667;0.0;0.0;0.0;0.0;0.0;0.0;0.0
senny;44.00359874044085;2.2986954565901936;2.2986954565901936;0.9851551956815116;0.4925775978407558;0.16419253261358524;0.4925775978407558;0.0;0.0;0.0
mechanicles;7.388663967611335;0.9851551956815113;0.7388663967611335;0.24628879892037783;0.24628879892037783;0.24628879892037783;0.0;0.0;0.0;0.0
vishnuatrai;13.739021329987454;1.3739021329987453;0.45796737766624845;0.9159347553324969;0.45796737766624845;1.3739021329987453;0.45796737766624845;0.9159347553324969;0.0;0.0
dchelimsky;6.249027237354086;0.8521400778210118;0.8521400778210118;0.2840466926070039;0.2840466926070039;0.0;0.0;0.0;0.0;0.0
pixeltrix;26.632885736002027;2.7742589308335446;2.7742589308335446;0.8322776792500634;0.8322776792500634;0.0;0.0;0.0;0.0;0.0
sgrif;33.71347785108388;3.9561734213006594;3.784165881244109;0.0;0.0;0.17200754005655042;0.0;0.0;0.0;0.0
yahonda;19.115357395612172;1.0332625619249822;1.0332625619249822;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dasch;3.285676462801165;0.09663754302356369;0.0;0.38655017209425474;0.28991262907069104;0.09663754302356369;0.0;0.19327508604712737;0.09663754302356369;0.0
yui-knk;34.58601655933762;2.686292548298068;2.3505059797608094;1.343146274149034;1.0073597056117756;0.3357865685372585;0.0;0.671573137074517;0.0;0.0
joshk;7.225554889022195;0.6568686262747451;0.21895620875824834;0.8758248350329934;0.6568686262747451;1.3137372525494901;1.3137372525494901;0.0;0.0;0.0
arthurnn;26.80345572354212;4.730021598272138;4.730021598272138;0.0;0.0;0.0;0.0;0.0;0.0;0.0
meinac;10.74281709880869;1.790469516468115;1.278906797477225;0.0;0.0;0.767344078486335;0.51156271899089;0.0;0.0;0.0
wangjohn;51.30522088353414;4.397590361445784;2.931726907630522;2.931726907630522;1.465863453815261;5.863453815261044;4.397590361445784;2.931726907630522;0.0;0.0
raysrashmi;4.477219626168224;0.21320093457943923;0.21320093457943923;0.8528037383177569;0.42640186915887845;0.0;0.21320093457943923;0.21320093457943923;0.0;0.0
waynn;5.286206896551724;0.2517241379310345;0.2517241379310345;1.006896551724138;0.0;0.0;0.0;1.006896551724138;0.503448275862069;0.0
eugeneius;14.540850776502362;2.218095881161377;2.218095881161377;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jeremy;32.83548707753479;2.7211729622266403;2.7211729622266403;1.8141153081510935;1.8141153081510935;0.0;0.0;0.0;0.0;0.0
mtsmfm;7.116991643454039;1.270891364902507;1.270891364902507;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lifo;14.51126867561408;0.4621423145100025;0.4621423145100025;1.3864269435300076;1.2015700177260065;0.0;0.0924284629020005;0.0;0.0;0.0
byroot;4.859661748830514;0.3940266282835552;0.3940266282835552;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bogdanvlviv;43.15765352887259;4.349220898258478;4.349220898258478;0.33455545371219064;0.33455545371219064;0.0;0.0;0.0;0.0;0.0
josevalim;38.24392288348701;3.2124895222129086;3.0595138306789607;2.6005867560771163;1.9886839899413244;0.45892707460184406;0.15297569153394802;0.9178541492036881;0.30595138306789604;0.15297569153394802
y-yagi;80.311986863711;3.5960591133004924;3.5960591133004924;1.198686371100164;1.198686371100164;0.0;0.0;0.0;0.0;0.0
jonleighton;27.006986344871386;1.6227373769450617;1.6227373769450617;0.11590981263893299;0.0;0.0;0.0;0.11590981263893299;0.11590981263893299;0.0
kuldeepaggarwal;20.011918951132298;2.6102502979737783;2.6102502979737783;0.0;0.0;0.0;0.0;0.0;0.0;0.0
nicksieger;2.532210109018831;0.24116286752560293;0.12058143376280146;0.48232573505120585;0.3617443012884044;0.12058143376280146;0.0;0.24116286752560293;0.12058143376280146;0.0
miloops;16.905263157894737;0.19210526315789472;0.0;2.4973684210526312;1.7289473684210526;0.38421052631578945;0.0;0.9605263157894736;0.38421052631578945;0.19210526315789472
steveklabnik;48.11072056239016;1.2829525483304043;0.6414762741652021;0.0;0.0;2.5659050966608086;2.5659050966608086;0.0;0.0;0.0
ffmike;7.825421133231241;0.0;0.0;2.7947932618683002;0.7825421133231241;0.22358346094946402;0.11179173047473201;2.124042879019908;1.7886676875957122;0.22358346094946402
chuyeow;5.522696011004126;0.25103163686382396;0.25103163686382396;0.0;0.0;0.0;0.0;0.0;0.0;0.0
radar;9.796129032258063;0.847741935483871;0.847741935483871;0.9419354838709677;0.9419354838709677;0.0;0.0;0.0;0.0;0.0
al2o3cr;3.204389574759945;0.3004115226337448;0.3004115226337448;0.5006858710562414;0.3004115226337448;0.0;0.0;0.20027434842249656;0.10013717421124828;0.10013717421124828
wycats;19.389375684556406;0.39978094194961666;0.39978094194961666;1.5991237677984667;1.5991237677984667;0.0;0.0;0.0;0.0;0.0
ernie;6.672043010752688;1.3082437275985663;1.3082437275985663;0.26164874551971323;0.13082437275985662;0.0;0.0;0.13082437275985662;0.13082437275985662;0.0
alexcameron89;9.262218045112782;0.6860902255639098;0.3430451127819549;0.3430451127819549;0.0;0.3430451127819549;0.0;0.6860902255639098;0.3430451127819549;0.0
NZKoz;16.293061620572537;0.5312954876273654;0.35419699175157693;1.4167879670063077;1.2396894711305193;0.17709849587578846;0.0;0.35419699175157693;0.0;0.0
georgeclaghorn;25.156448202959833;2.623678646934461;2.623678646934461;0.4630021141649049;0.3086680761099366;0.0;0.0;0.1543340380549683;0.1543340380549683;0.0
arunagw;24.359247426340076;2.202697905573305;2.202697905573305;0.0;0.0;0.0;0.0;0.0;0.0;0.0
smartinez87;9.065874730021598;0.7883369330453563;0.7883369330453563;3.5475161987041037;1.1825053995680346;0.0;0.7883369330453563;1.5766738660907127;0.7883369330453563;0.0
amatsuda;19.586724313326553;1.1139369277721263;1.1139369277721263;0.5569684638860631;0.5569684638860631;0.0;0.0;0.0;0.0;0.0
Mik-die;4.825306893295562;0.17233238904627007;0.17233238904627007;1.3786591123701606;0.6893295561850803;0.0;0.0;0.6893295561850803;0.34466477809254015;0.0
robertomiranda;6.420404573438874;0.8025505716798592;0.8025505716798592;0.48153034300791553;0.16051011433597184;0.16051011433597184;0.16051011433597184;0.3210202286719437;0.16051011433597184;0.0
lsylvester;4.292539507533995;0.5365674384417494;0.5365674384417494;0.0;0.0;0.0;0.0;0.0;0.0;0.0
kennyj;41.909212283044056;5.3604806408544725;4.873164218958611;1.9492656875834444;0.0;1.9492656875834444;0.9746328437917222;2.923898531375167;0.9746328437917222;0.4873164218958611
josh;26.1327731092437;1.3495798319327732;0.9815126050420169;1.7176470588235295;1.7176470588235295;0.9815126050420169;0.8588235294117648;0.0;0.0;0.0
lukaszx0;8.728760226557583;2.067337948395217;1.8376337319068594;0.9188168659534297;0.45940843297671485;0.45940843297671485;0.45940843297671485;0.45940843297671485;0.0;0.0
claudiob;20.01062473438164;1.8614534636634084;1.8614534636634084;0.6204844878878027;0.4653633659158521;0.0;0.1551211219719507;0.0;0.0;0.0
tjschuck;4.772489539748954;0.38179916317991636;0.38179916317991636;0.5726987447698745;0.38179916317991636;0.0;0.0;0.0;0.0;0.0
brainopia;6.1703511053316;0.4746423927178154;0.2373211963589077;0.4746423927178154;0.2373211963589077;0.2373211963589077;0.0;0.4746423927178154;0.2373211963589077;0.2373211963589077
prathamesh-sonpatki;32.843528368794324;1.7796985815602835;1.7796985815602835;0.16179078014184395;0.16179078014184395;0.0;0.0;0.0;0.0;0.0
schneems;31.029905913978492;2.8209005376344085;2.8209005376344085;0.2452956989247312;0.2452956989247312;0.0;0.0;0.0;0.0;0.0
ugisozols;6.740535549399815;0.33702677746999077;0.33702677746999077;0.0;0.0;0.0;0.0;0.0;0.0;0.0
bogdan;10.076687116564418;0.4976141785957737;0.4976141785957737;0.0;0.0;0.0;0.0;0.0;0.0;0.0
avakhov;25.55;0.6083333333333334;0.6083333333333334;4.866666666666667;2.4333333333333336;0.6083333333333334;1.8250000000000002;1.2166666666666668;0.0;0.0
fxn;56.949716539314764;3.238846438254868;3.238846438254868;1.0796154794182893;1.0796154794182893;0.0;0.0;0.0;0.0;0.0
yhirano55;19.375;1.875;1.875;1.25;1.25;0.0;0.0;0.0;0.0;0.0
gmcgibbon;23.548387096774192;2.047685834502104;2.047685834502104;0.511921458625526;0.511921458625526;0.0;0.0;0.0;0.0;0.0
tgxworld;14.54569606801275;1.55154091392136;1.55154091392136;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tarmo;18.204488778054863;0.0;0.0;6.371571072319202;1.8204488778054861;0.9102244389027431;0.0;5.461346633416459;1.8204488778054861;0.9102244389027431
matthewd;42.200811359026375;5.182555780933063;5.182555780933063;0.0;0.0;0.0;0.0;0.0;0.0;0.0
fcheung;4.7183748845798705;0.16851338873499538;0.16851338873499538;2.5277008310249305;0.8425669436749769;0.0;0.0;1.6851338873499537;1.5166204986149583;0.16851338873499538
zzak;24.69189551239116;4.156061620897522;4.156061620897522;0.9778968519758875;0.7334226389819156;0.24447421299397187;0.24447421299397187;0.0;0.0;0.0
jaimeiniesta;5.095656670113754;0.37745604963805585;0.18872802481902792;1.1323681489141675;0.37745604963805585;0.18872802481902792;0.0;0.9436401240951395;0.37745604963805585;0.0
nashby;9.329976762199845;1.6963594113090628;1.6963594113090628;0.28272656855151046;0.0;0.0;0.0;0.28272656855151046;0.0;0.0
carlosantoniodasilva;27.362618724559027;2.723880597014926;2.3524423337856177;0.37143826322930806;0.37143826322930806;0.37143826322930806;0.24762550881953868;0.0;0.0;0.0
JuanitoFatas;11.461352657004833;1.2342995169082127;1.2342995169082127;0.17632850241545894;0.17632850241545894;0.0;0.0;0.0;0.0;0.0
laurocaetano;15.625;1.25;0.625;1.25;0.625;0.625;1.25;0.0;0.0;0.0
