"[481, '2011-08-04/2012-11-27']","['h', 299, '2011-08-04/2012-05-29']","['sot', 182, '2012-05-29/2012-11-27']"
"[495, '2014-08-23/2015-12-31']","['sot', 495, '2014-08-23/2015-12-31']"
